Number,Registration,Details,Product,Odometer,Distance,Unit,MPG
1160,YF13EPK,Ford Motor Company,Diesel,59351,8626,Miles,30.42
1161,YF13TMU,Ford Motor Company,Diesel,67970,9070,Miles,37.05
1162,YF13VCO,Ford Motor Company,Diesel,67370,9662,Miles,35.54
1164,YF13TLV,Ford Motor Company,Diesel,47334,3946,Miles,28.36
1165,YF13VBO,Ford Motor Company,Diesel,71246,8561,Miles,29.89
1166,YF13TNE,Ford Motor Company,Diesel,61536,10127,Miles,35.39
1167,YF13VBX,Ford Motor Company,Diesel,70630,8657,Miles,32.2
1168,YF13VBU,Ford Motor Company,Diesel,58868,9795,Miles,29.87
1169,YF13EPD,Ford Motor Company,Diesel,74921,13162,Miles,34.64
1170,YA13YMT,Ford Motor Company,Diesel,65869,1289,Miles,24.21
1172,YC14UTS,Peugeot,Diesel,55280,7395,Miles,38.61
1174,YA63TWP,Peugeot,Diesel,67844,7185,Miles,46.3
1175,YL63CBX,Peugeot,Diesel,45226,8498,Miles,46.27
1176,YL63CBY,Peugeot,Diesel,69412,10534,Miles,46.02
1177,YL63CBV,Peugeot,Diesel,33691,3064,Miles,41.13
1178,YL63CCA,Peugeot,Diesel,42659,4183,Miles,36.65
1179,YD14UWS,Peugeot,Diesel,59785,12531,Miles,42.88
1180,YG14PGK,Peugeot,Diesel,39354,4969,Miles,37.21
1181,YG14PGO,Peugeot,Diesel,31315,4580,Miles,41.05
1182,YD14VPU,Ford Motor Company,Diesel,61954,9655,Miles,44.5
1183,YD14VTN,Ford Motor Company,Diesel,48601,13723,Miles,44.36
1184,YD14VTP,Ford Motor Company,Diesel,37792,5944,Miles,46.26
1185,YG14FUV,Ford Motor Company,Diesel,33351,9454,Miles,44.72
1186,YG14WWP,Ford Motor Company,Diesel,82399,9695,Miles,39.11
1187,YG14WXL,Ford Motor Company,Diesel,87497,13629,Miles,42.13
1188,YG14WWN,Ford Motor Company,Diesel,37706,1419,Miles,37.04
1189,YG14FUJ,Ford Motor Company,Diesel,83248,6278,Miles,39.72
1190,YG14WXJ,Ford Motor Company,Diesel,84754,13660,Miles,41.06
1192,YG14PFY,Peugeot,Diesel,55006,7406,Miles,42.51
1193,YL63CCD,Peugeot,Diesel,28620,313,Miles,21.12
1194,YB63URT,Peugeot,Diesel,52943,5985,Miles,43.89
1195,YB63URU,Peugeot,Diesel,70150,12503,Miles,46.69
1196,YB63URV,Peugeot,Diesel,28210,3215,Miles,49.34
1201,YA16FXG,Peugeot,Diesel,20801,3950,Miles,41.82
1202,YL16RZT,Peugeot,Diesel,22661,5756,Miles,41.83
1203,YL16RZU,Peugeot,Diesel,21207,5679,Miles,43.8
1204,YL16RZV,Peugeot,Diesel,16422,3866,Miles,41.95
1206,YL16RZX,Peugeot,Diesel,30612,7538,Miles,45.77
1207,YL16ZFV,Peugeot,Diesel,27831,10101,Miles,47.75
1208,YL16ZFX,Peugeot,Diesel,25333,9466,Miles,48.82
1209,YL16ZFW,Peugeot,Diesel,20941,5867,Miles,40.52
1210,YL16ZFY,Peugeot,Diesel,16397,4516,Miles,44.69
1211,YL16ZFZ,Peugeot,Diesel,27821,2436,Miles,42.67
1212,YL16ZFT,Peugeot,Diesel,101867,8691,Miles,45.61
1213,YL16ZGA,Peugeot,Diesel,112891,6214,Miles,41.21
1214,YL16ZFS,Peugeot,Diesel,28377,14996,Miles,41.59
1215,YD54GZG,Ford Motor Company,Diesel,97721,3702,Miles,31.55
1216,YF16MYG,Peugeot,Diesel,30726,7779,Miles,43.07
1217,YF16MYD,Peugeot,Diesel,19263,4427,Miles,37.57
1218,YF16MYB,Peugeot,Diesel,27506,6696,Miles,51.74
1219,YF16MYA,Peugeot,Diesel,31699,6922,Miles,42.68
1220,YF16MYH,Peugeot,Diesel,42328,11530,Miles,46.43
1221,YF16ZYG,Peugeot,Diesel,30072,7282,Miles,37.49
1222,YF16ZYK,Peugeot,Diesel,36832,10302,Miles,43.08
1223,YF16ZYH,Peugeot,Diesel,28015,4183,Miles,34.18
1224,YF16ZYJ,Peugeot,Diesel,36577,8786,Miles,48.26
1225,YF16ZYO,Peugeot,Diesel,40500,10820,Miles,48.08
1226,YA16FXB,Peugeot,Diesel,27575,4704,Miles,41
1227,YA16FWY,Peugeot,Diesel,31347,7801,Miles,48.18
1228,YA16FWZ,Peugeot,Diesel,16380,4040,Miles,44.32
1229,YA16FXF,Peugeot,Diesel,38283,11439,Miles,47.39
1230,YK16DED,Peugeot,Diesel,30508,9067,Miles,50.23
1232,YK16DEM,Peugeot,Diesel,120516,21508,Miles,45.89
1233,YK16DEF,Peugeot,Diesel,22030,5288,Miles,49.77
1234,YK16DFS,Peugeot,Diesel,21580,1513,Miles,38.14
1235,YK16DET,Peugeot,Diesel,19051,3977,Miles,39.47
1236,YD16NBC,Peugeot,Diesel,50079,13954,Miles,44.79
1242,YA19TMY,Peugeot,Diesel,6106,5843,Miles,38.2
1243,YA19TNE,Peugeot,Diesel,1666,1359,Miles,33.59
1244,YA19TMZ,Peugeot,Diesel,4802,4586,Miles,41.72
13/22,YJ13CPO,John Deere,Diesel,3373,392,Miles,0.61
1340,YD13GPX,Ford Motor Company,Diesel,56711,1564,Miles,20.12
1341,YG13OAJ,Ford Motor Company,Diesel,41636,1692,Miles,20.24
1342,YD13BXE,Ford Motor Company,Diesel,56954,2129,Miles,24.62
1343,YJ13ZKW,Ford Motor Company,Diesel,61090,2493,Miles,25.87
1344,YG13FHR,Ford Motor Company,Diesel,50106,1651,Miles,30.74
1345,YJ13ZMX,Ford Motor Company,Diesel,52285,1448,Miles,28.35
1346,YJ13ZHX,Ford Motor Company,Diesel,49116,649,Miles,15.37
1347,YG13OEW,Ford Motor Company,Diesel,41306,479,Miles,14.22
1350,YD13GPZ,Ford Motor Company,Diesel,49490,2043,Miles,22.21
1351,YC13DXJ,Ford Motor Company,Diesel,33557,238,Miles,12.87
1352,YC13HVZ,Ford Motor Company,Diesel,58023,2086,Miles,38.47
1353,YC13DVJ,Ford Motor Company,Diesel,45240,1357,Miles,28.45
1355,YC13DNJ,Ford Motor Company,Diesel,46313,1571,Miles,26.4
1358,YC13DYP,Ford Motor Company,Diesel,54314,1118,Miles,17.21
1359,YL66UWA,Volkswagen,Diesel,41104,13352,Miles,32.07
1360,YL66UVU,Volkswagen,Diesel,39008,12905,Miles,30.81
1416,YG69JMV,Ford Motor Company,Diesel,4348,4173,Miles,30.84
1418,YG69JKU,Ford Motor Company,Diesel,1673,1566,Miles,26.05
1419,YG69JKV,Ford Motor Company,Diesel,2476,2356,Miles,26.86
1420,YG69JOA,Ford Motor Company,Diesel,4219,4142,Miles,30.49
1421,YG69JOH,Ford Motor Company,Diesel,1311,1235,Miles,23.68
1423,YG69JNF,Ford Motor Company,Diesel,3054,2978,Miles,29.79
1424,YG69JNX,Ford Motor Company,Diesel,3926,3850,Miles,30.58
1425,YG69JMX,Ford Motor Company,Diesel,4373,4297,Miles,29.11
1428,YG69JLV,Ford Motor Company,Diesel,3510,3431,Miles,29.19
1429,YG69JKY,Ford Motor Company,Diesel,3901,3759,Miles,31.3
1435,YB07UGO,Ford Motor Company,Diesel,100200,314,Miles,40.65
1453,YG57SOE,Ford Motor Company,Diesel,76471,960,Miles,25.64
1454,YH57DSY,Ford Motor Company,Diesel,105447,1447,Miles,22.1
1477,YB13LSL,Ford Motor Company,Diesel,39031,1756,Miles,28.27
1478,YB13LUA,Ford Motor Company,Diesel,54725,2424,Miles,27.94
1479,YB13LSV,Ford Motor Company,Diesel,77967,1964,Miles,29.58
1480,YB13LTT,Ford Motor Company,Diesel,55792,7223,Miles,29.05
1481,YB13VBP,Ford Motor Company,Diesel,68332,10985,Miles,28.48
1482,YL63CEF,Peugeot,Diesel,65141,7001,Miles,36.62
1483,YL63CCE,Peugeot,Diesel,61576,7913,Miles,38.95
1484,YL63CCF,Peugeot,Diesel,37727,3129,Miles,29.58
1486,YG14SBO,Peugeot,Diesel,70040,7560,Miles,39.04
1496,FV69ZTU,Ford Motor Company,Diesel,1713,1623,Miles,27.11
1497,FV69ZZS,Ford Motor Company,Diesel,4026,3928,Miles,26.94
1498,FT69AVK,Ford Motor Company,Diesel,1397,1309,Miles,23.21
1501,YL63CCJ,Peugeot,Diesel,42202,4002,Miles,34.12
1502,YL63CCK,Peugeot,Diesel,38348,3966,Miles,33.16
1503,YL63CCN,Peugeot,Diesel,59864,7951,Miles,38.32
1504,YF63HBX,Peugeot,Diesel,65357,6436,Miles,31.25
1505,YL63CEA,Peugeot,Diesel,51549,3552,Miles,34.37
1506,YL63CEN,Peugeot,Diesel,59222,5683,Miles,33.22
1507,YL63CEO,Peugeot,Diesel,64511,7482,Miles,33.84
1508,YL63CEU,Peugeot,Diesel,49411,4226,Miles,28.89
1509,YL63CEV,Peugeot,Diesel,74304,1604,Miles,24.83
1510,YL63CEX,Peugeot,Diesel,34947,2308,Miles,29.71
1511,YL63CEY,Peugeot,Diesel,52081,5694,Miles,34.77
1512,YL63CFA,Peugeot,Diesel,56868,6688,Miles,36.01
1513,YL63CHK,Peugeot,Diesel,46285,4993,Miles,34.71
1514,YL63CHN,Peugeot,Diesel,53290,3135,Miles,41.69
1515,YL63CHO,Peugeot,Diesel,37570,3915,Miles,31.35
1516,YL63CHV,Peugeot,Diesel,36115,3840,Miles,30.4
1517,YL63CHX,Peugeot,Diesel,75578,6836,Miles,34.12
1518,YL63CHY,Peugeot,Diesel,50607,3686,Miles,29.32
1519,YA14WSF,Peugeot,Diesel,98358,13254,Miles,27.45
1520,YF15ZHP,Ford Motor Company,Diesel,34474,5368,Miles,25.08
1521,YB15DMU,Ford Motor Company,Diesel,48591,9778,Miles,28.51
1522,YF15ZGC,Ford Motor Company,Diesel,27516,5612,Miles,22.22
1523,YB15DNJ,Ford Motor Company,Diesel,34647,7524,Miles,26.43
1524,YB15DKD,Ford Motor Company,Diesel,41480,4865,Miles,23.43
1525,YB15DKF,Ford Motor Company,Diesel,51415,9897,Miles,29.79
1526,YB15DKJ,Ford Motor Company,Diesel,34990,11171,Miles,32.89
1527,YF15ZFZ,Ford Motor Company,Diesel,49008,10092,Miles,29.44
1528,YB15DLF,Ford Motor Company,Diesel,30163,5792,Miles,26.97
1529,YE15VNW,Ford Motor Company,Diesel,47502,6887,Miles,24.78
1530,YB15DND,Ford Motor Company,Diesel,25807,5705,Miles,27.85
1531,YB15DKV,Ford Motor Company,Diesel,48442,10473,Miles,28.79
1532,YF15LLW,Ford Motor Company,Diesel,31835,6724,Miles,26.4
1533,YF15LSE,Ford Motor Company,Diesel,41249,7775,Miles,23.22
1534,YB15DMY,Ford Motor Company,Diesel,29144,4742,Miles,26.67
1535,YB15DKX,Ford Motor Company,Diesel,25270,5206,Miles,28.57
1536,YB15DLK,Ford Motor Company,Diesel,30814,6137,Miles,25.19
1537,YB15DNO,Ford Motor Company,Diesel,40670,7696,Miles,26.32
1538,YB15DLY,Ford Motor Company,Diesel,20290,4011,Miles,22.63
1539,YF15LWD,Ford Motor Company,Diesel,40290,4664,Miles,24.92
1540,YB15DLZ,Ford Motor Company,Diesel,22650,1817,Miles,28.09
1541,YF15LLA,Ford Motor Company,Diesel,60210,17482,Miles,31.24
1542,YF15LMJ,Ford Motor Company,Diesel,41569,8343,Miles,28.1
1543,YF15LUD,Ford Motor Company,Diesel,37939,5471,Miles,27.02
1544,YF15LJN,Ford Motor Company,Diesel,42824,8002,Miles,25.43
1545,YF15LRJ,Ford Motor Company,Diesel,37564,7852,Miles,28.74
1546,YF15LPE,Ford Motor Company,Diesel,48721,5650,Miles,30.46
1547,YF15LWO,Ford Motor Company,Diesel,34209,5549,Miles,29.37
1548,YF15LJY,Ford Motor Company,Diesel,33797,7631,Miles,26.33
1549,YE15VFD,Ford Motor Company,Diesel,50942,10481,Miles,25.25
1550,YF15LNU,Ford Motor Company,Diesel,54287,8777,Miles,30.8
1551,YF15LKN,Ford Motor Company,Diesel,42045,7352,Miles,29.77
1552,YF15LLK,Ford Motor Company,Diesel,27958,5419,Miles,26.57
1553,YF15LWU,Ford Motor Company,Diesel,37362,4042,Miles,28.31
1554,YF15LKJ,Ford Motor Company,Diesel,123754,20033,Miles,32.72
1555,YF15LKE,Ford Motor Company,Diesel,58274,12374,Miles,28.94
1556,YF15LLV,Ford Motor Company,Diesel,38440,10186,Miles,29.29
1557,YB15ZZN,Ford Motor Company,Diesel,49696,12074,Miles,31.54
1558,YA15AHL,Ford Motor Company,Diesel,39370,7754,Miles,22.97
1559,YA15GPO,Ford Motor Company,Diesel,36482,7148,Miles,29.52
1560,YA15GPK,Ford Motor Company,Diesel,27690,4933,Miles,25.15
1561,YF15LNW,Ford Motor Company,Diesel,47026,10541,Miles,29.43
1562,YJ16EGW,Ford Motor Company,Diesel,19686,4899,Miles,26.84
1563,YJ16EGM,Ford Motor Company,Diesel,41357,8435,Miles,29.5
1564,YJ16EJR,Ford Motor Company,Diesel,12963,2383,Miles,25.48
1565,YJ16MTS,Ford Motor Company,Diesel,19944,5174,Miles,26.94
1566,YJ16EJP,Ford Motor Company,Diesel,24987,7047,Miles,26.28
1567,YJ16EGS,Ford Motor Company,Diesel,32271,7820,Miles,27.04
1568,YJ16MTP,Ford Motor Company,Diesel,21813,6099,Miles,21.29
1569,YJ16MTC,Ford Motor Company,Diesel,35683,4775,Miles,27.42
1570,YJ16MSS,Ford Motor Company,Diesel,23367,4696,Miles,29.87
1571,YJ16MSW,Ford Motor Company,Diesel,38564,9928,Miles,34.9
1572,YJ16EEK,Ford Motor Company,Diesel,22953,6942,Miles,27.88
1573,YJ16CBK,Ford Motor Company,Diesel,22770,4996,Miles,23.51
1574,YJ16CBZ,Ford Motor Company,Diesel,39314,6758,Miles,27.6
1575,YJ16MSZ,Ford Motor Company,Diesel,17692,5448,Miles,30.81
1576,YJ16EGT,Ford Motor Company,Diesel,23572,5989,Miles,28.52
1577,YJ16EJT,Ford Motor Company,Diesel,21341,5702,Miles,32.08
1578,YJ16EJS,Ford Motor Company,Diesel,24977,6512,Miles,29.02
1579,YJ16MTL,Ford Motor Company,Diesel,22567,6620,Miles,26.63
1580,YJ16MTW,Ford Motor Company,Diesel,31867,8430,Miles,30.1
1581,YJ16EGA,Ford Motor Company,Diesel,28573,6774,Miles,28.73
1582,YJ16MSR,Ford Motor Company,Diesel,33953,5869,Miles,25.29
1583,YJ16MUR,Ford Motor Company,Diesel,26921,6654,Miles,32.83
1584,YJ16MSP,Ford Motor Company,Diesel,42347,13135,Miles,33.3
1585,YJ16EJB,Ford Motor Company,Diesel,25948,6619,Miles,26.42
1586,YJ16EHA,Ford Motor Company,Diesel,45548,11917,Miles,28.69
1587,YJ16EED,Ford Motor Company,Diesel,30936,7107,Miles,28.27
1588,YJ16MTR,Ford Motor Company,Diesel,59914,15734,Miles,32.53
1589,YL16XLX,Ford Motor Company,Diesel,19172,1805,Miles,22.32
1590,YL16ZXD,Ford Motor Company,Diesel,27030,12107,Miles,30.73
1591,YL16ZYA,Ford Motor Company,Diesel,32583,8807,Miles,30.27
1592,YL16ZXB,Ford Motor Company,Diesel,41587,10591,Miles,29.99
1593,YL16XVT,Ford Motor Company,Diesel,22746,3958,Miles,29.31
1594,YL16ZXE,Ford Motor Company,Diesel,40915,12506,Miles,33.56
1595,YD16MGT,Ford Motor Company,Diesel,30765,7539,Miles,28.51
1596,YL16ZXW,Ford Motor Company,Diesel,38573,10592,Miles,30.92
1597,YH66UPG,Ford Motor Company,Diesel,40599,14695,Miles,30.74
1598,YH66UPF,Ford Motor Company,Diesel,19180,5885,Miles,26.97
1599,YH66URE,Ford Motor Company,Diesel,29188,8291,Miles,26.97
1600,YH66UPJ,Ford Motor Company,Diesel,42926,12106,Miles,32.89
1602,YL66AWR,Ford Motor Company,Diesel,23505,6296,Miles,33.13
1605,MH68FWL,Renault,Diesel,4304,3858,Miles,26.59
1606,MH68FWK,Renault,Diesel,3010,2539,Miles,18.82
1607,MH68FWG,Renault,Diesel,7028,6953,Miles,31.05
1608,ML19HKY,Renault,Diesel,5017,4938,Miles,27.18
1609,MH68FWE,Renault,Diesel,7126,6316,Miles,27.55
1610,MH68FWD,Renault,Diesel,5535,5057,Miles,28.1
1611,MH68FWC,Renault,Diesel,7382,6896,Miles,28.74
1612,MH68FWB,Renault,Diesel,6568,6078,Miles,31.94
1613,MH68FWA,Renault,Diesel,3365,2841,Miles,25.61
1614,MH68FVY,Renault,Diesel,18033,17179,Miles,32.34
1615,MH68FVZ,Renault,Diesel,4780,3998,Miles,26.22
1616,ML19HMF,Renault,Diesel,5158,4532,Miles,22.8
1617,ML19HPJ,Renault,Diesel,6461,5786,Miles,25.04
1618,ML19HPK,Renault,Diesel,11398,9898,Miles,24.24
1619,ML19HMG,Renault,Diesel,6710,6273,Miles,28.93
1620,ML19HKX,Renault,Diesel,10681,10236,Miles,32.54
1622,MH68FVR,Renault,Diesel,5429,4929,Miles,21.84
1623,ML19HKV,Renault,Diesel,11978,10971,Miles,32.66
1624,ML19HPF,Renault,Diesel,7928,7386,Miles,27.08
1625,MH68FVN,Renault,Diesel,10792,9870,Miles,30.26
1626,ML19HME,Renault,Diesel,5393,4748,Miles,25.43
1627,ML19HKT,Renault,Diesel,11906,11368,Miles,30.65
1628,ML19HNV,Renault,Diesel,11349,10918,Miles,29.9
1629,ML19HNU,Renault,Diesel,3474,3323,Miles,23.79
1630,ML19HNT,Renault,Diesel,9540,8138,Miles,27.1
1631,ML19HNR,Renault,Diesel,4156,3736,Miles,25.44
1632,ML19HPC,Renault,Diesel,4566,4068,Miles,25.29
1633,ML19HNP,Renault,Diesel,5425,5079,Miles,27.58
1634,ML19HNO,Renault,Diesel,11130,11054,Miles,33.89
1635,ML19HNN,Renault,Diesel,19072,18518,Miles,32.07
1636,MH68FVA,Renault,Diesel,5684,5191,Miles,28.15
1637,ML19HNM,Renault,Diesel,9452,8910,Miles,24.72
1638,ML19HNK,Renault,Diesel,7210,7096,Miles,31.68
1640,ML19HNH,Renault,Diesel,8331,8256,Miles,29.19
1641,ML19HPE,Renault,Diesel,5965,5895,Miles,24.97
1644,ML19HMV,Renault,Diesel,9457,9377,Miles,30.35
1646,ML19HMV,Renault,Diesel,10176,10097,Miles,30.91
1647,ML19HNE,Renault,Diesel,7290,7215,Miles,30.18
1648,ML19HND,Renault,Diesel,10261,10182,Miles,31.07
1649,ML19HNC,Renault,Diesel,4714,4627,Miles,31.62
1650,ML19HNB,Renault,Diesel,4285,4205,Miles,28.44
1651,ML19HNA,Renault,Diesel,6262,6169,Miles,26.62
1652,ML19HMZ,Renault,Diesel,10415,10336,Miles,31.73
1653,ML19HMY,Renault,Diesel,10459,9898,Miles,30.44
1654,ML19HMX,Renault,Diesel,8055,7570,Miles,25.34
1655,MH68FTT,Renault,Diesel,6419,5454,Miles,28.52
1656,MH68FTP,Renault,Diesel,15360,14441,Miles,26.17
1657,ML19HMK,Renault,Diesel,13098,13021,Miles,30.05
1658,ML19HMJ,Renault,Diesel,7097,7013,Miles,28.59
1659,ML19HMH,Renault,Diesel,7407,7333,Miles,35.39
1739,YF13HZJ,Ford Motor Company,Diesel,39837,4721,Miles,25.93
1740,YB13VYK,Ford Motor Company,Diesel,65366,5614,Miles,27.65
1741,YF13WXN,Ford Motor Company,Diesel,56019,7651,Miles,27.2
1742,YF13WYO,Ford Motor Company,Diesel,70288,5951,Miles,24.78
1749,YF13TKX,Ford Motor Company,Diesel,77750,4244,Miles,25.09
1750,YL63CMY,Peugeot,Diesel,71419,8612,Miles,28.44
1800,YG17FWW,Iveco,Diesel,37172,13879,Miles,20.89
1801,YH17VCG,Peugeot,Diesel,38032,13929,Miles,27.91
1802,MW17UYJ,Vauxhall,Diesel,17074,5963,Miles,22.26
1803,MW17UYK,Vauxhall,Diesel,49060,14061,Miles,27.87
18/57,YG68HXT,John Deere,Diesel,644,137,Miles,0.6
1866,MK16YUY,Vauxhall,Diesel,29443,7358,Miles,26.71
1872,YP57YXK,Ford Motor Company,Diesel,184059,2755,Miles,35.31
1874,YL08KHP,Ford Motor Company,Diesel,70822,4280,Miles,18.48
1879,YH09VPC,Ford Motor Company,Diesel,65854,1180,Miles,22.74
1880,YH09VOY,Ford Motor Company,Diesel,125640,5125,Miles,30.14
1881,YH09OSE,Ford Motor Company,Diesel,59742,712,Miles,27.54
1882,YC09DWO,Ford Motor Company,Diesel,82063,1477,Miles,19.48
1890,YF13WCP,Ford Motor Company,Diesel,84859,10077,Miles,26.1
1891,YL63CEJ,Peugeot,Diesel,99217,13228,Miles,26.32
1893,YG14RZV,Peugeot,Diesel,62864,9094,Miles,24.64
1894,YD14UWB,Peugeot,Diesel,61588,7930,Miles,27.11
1895,YG14RZW,Peugeot,Diesel,90971,13017,Miles,22.4
1948,YE07FBN,Ford Motor Company,Diesel,136474,668,Miles,32.53
1955,YB57ZKL,Ford Motor Company,Diesel,84765,4822,Miles,20.34
1960,YE12PHV,Peugeot,Diesel,45948,3294,Miles,27.85
1961,YC12UFR,Peugeot,Diesel,66171,12190,Miles,33.59
1962,YJ63UWY,Ford Motor Company,Diesel,46566,8766,Miles,23.29
1963,YJ63UUZ,Ford Motor Company,Diesel,50810,3165,Miles,19.89
1964,YJ14SJU,Peugeot,Diesel,57830,3936,Miles,22.82
1965,YJ65HWD,Peugeot,Diesel,46123,12102,Miles,28.41
1966,YB65WZP,Ford Motor Company,Diesel,42863,8647,Miles,24.68
1967,YB65NSZ,Ford Motor Company,Diesel,49957,10777,Miles,25.57
1968,YF65BZH,Ford Motor Company,Diesel,40460,7079,Miles,18.5
1969,YF65VVH,Ford Motor Company,Diesel,60093,8683,Miles,22.76
1970,YH17UAP,Ford Motor Company,Diesel,21665,7653,Miles,25.47
1971,YH17UBG,Ford Motor Company,Diesel,53213,22352,Miles,28.26
1972,YH17TXC,Ford Motor Company,Diesel,7844,1937,Miles,22.33
1973,YB66XRY,Ford Motor Company,Diesel,23424,7114,Miles,23.72
1974,YB66XNC,Ford Motor Company,Diesel,32941,11061,Miles,26.03
1975,YB17CUV,Ford Motor Company,Diesel,19154,10364,Miles,22.85
1976,YA17KHB,Ford Motor Company,Diesel,24649,2041,Miles,28.27
1977,MIK19TEV,Vauxhall,Diesel,9165,9001,Miles,22.42
1978,MK19TEY,Vauxhall,Diesel,5889,5648,Miles,22.49
1979,MK19TDZ,Vauxhall,Diesel,6487,6339,Miles,23.45
1980,MK19RWV,Vauxhall,Diesel,4108,3953,Miles,21.24
1981,YG69OAD,Peugeot,Diesel,642,484,Miles,12.24
1984,YG69OAE,Peugeot,Diesel,1539,1410,Miles,9.53
1985,YG69OAJ,Peugeot,Diesel,2071,1887,Miles,20.32
2211,YG08XBT,Ford Motor Company,Diesel,112206,3232,Miles,19.95
2214,PO58JDF,Renault,Diesel,11991,659,Miles,11.27
2217,YJ58OUA,Iveco,Diesel,20080,281,Miles,6.57
2218,YJ58OTZ,Iveco,Diesel,19449,589,Miles,12.35
2219,YJ58OTY,Iveco,Diesel,27610,1253,Miles,21.89
2220,YG58LZC,Ford Motor Company,Diesel,96213,1818,Miles,33.55
2221,YJ58BDU,Iveco,Diesel,25266,2868,Miles,19.16
2222,YJ58OTG,Iveco,Diesel,52600,5026,Miles,30.89
2223,YJ60CZS,Iveco,Diesel,29154,3395,Miles,29.84
2224,YJ60CZT,Iveco,Diesel,14870,2079,Miles,11.72
2225,YJ60MSV,Iveco,Diesel,9424,438,Miles,9.49
2226,YJ14SVN,Peugeot,Diesel,57767,10092,Miles,19.8
2607,MV67KYC,Vauxhall,Diesel,33568,16463,Miles,19.51
2608,MV67KYF,Vauxhall,Diesel,24519,9118,Miles,16.89
2609,MV67KYN,Vauxhall,Diesel,31329,11907,Miles,19.03
2610,MV67KXW,Vauxhall,Diesel,43638,16674,Miles,19.72
2611,MV67KXX,Vauxhall,Diesel,29304,9541,Miles,18.34
2612,MV67KVS,Vauxhall,Diesel,22058,9033,Miles,17.29
2613,MV67KVH,Vauxhall,Diesel,39868,12104,Miles,16.79
2614,MV67KVJ,Vauxhall,Diesel,21521,8942,Miles,19.32
2615,MV67KXN,Vauxhall,Diesel,36786,15705,Miles,18.56
2616,MV67KXU,Vauxhall,Diesel,39810,13523,Miles,22.01
2617,MV67KWN,Vauxhall,Diesel,17882,6558,Miles,17.26
2618,MV67KTA,Vauxhall,Diesel,25349,10697,Miles,16.72
2619,MV67KTL,Vauxhall,Diesel,28091,9351,Miles,17.52
2620,MV17CVW,Vauxhall,Diesel,25537,9416,Miles,19.49
2623,YK06YZV,Ford Motor Company,Diesel,106030,253,Miles,18.5
2680,YC63CUV,Ford Motor Company,Diesel,90562,13738,Miles,33.82
2681,MV17CNX,Vauxhall,Diesel,18747,398,Miles,11.64
2682,MW17CWR,Vauxhall,Diesel,30066,3754,Miles,19.37
2683,MV17CYA,Vauxhall,Diesel,16826,1646,Miles,15.85
2684,MV17CXU,Vauxhall,Diesel,23794,4155,Miles,17.24
2686,MV17CWK,Vauxhall,Diesel,22247,5722,Miles,25.4
2687,MV17CWL,Vauxhall,Diesel,21372,1505,Miles,17.75
2688,MV17DDL,Vauxhall,Diesel,20742,1750,Miles,14.68
2689,MV17CUH,Vauxhall,Diesel,17715,3485,Miles,23.82
2690,MV17CUG,Vauxhall,Diesel,24025,2733,Miles,19.68
2691,MV17CZK,Vauxhall,Diesel,12288,1596,Miles,15.84
2692,MV17CFY,Vauxhall,Diesel,9403,1367,Miles,19.46
2693,MV17DGF,Vauxhall,Diesel,23277,1451,Miles,16.43
2702,YB63HFS,Ford Motor Company,Diesel,74359,2828,Miles,21.55
2703,YB63HFN,Ford Motor Company,Diesel,53277,1802,Miles,18.12
2704,YB63HFR,Ford Motor Company,Diesel,44639,1876,Miles,16.4
2705,YB63HFP,Ford Motor Company,Diesel,52853,2676,Miles,16.22
2706,YB63HGA,Ford Motor Company,Diesel,59621,2051,Miles,14.58
2707,YB63HFT,Ford Motor Company,Diesel,64686,2015,Miles,16.04
2708,YB63HFU,Ford Motor Company,Diesel,42419,3129,Miles,18.5
2709,YB63HFV,Ford Motor Company,Diesel,43410,2559,Miles,16.04
2711,YB63HGU,Ford Motor Company,Diesel,39456,2326,Miles,17.62
2712,YB63HGX,Ford Motor Company,Diesel,51712,1655,Miles,10.73
2713,YB63HHA,Ford Motor Company,Diesel,66707,11259,Miles,22.85
2714,YB63HGF,Ford Motor Company,Diesel,48699,3249,Miles,27.39
2715,YB63HGL,Ford Motor Company,Diesel,46188,2709,Miles,18.54
2716,YB63HFY,Ford Motor Company,Diesel,64004,6394,Miles,37.66
2717,YB63HGJ,Ford Motor Company,Diesel,79836,6376,Miles,40.78
2718,YB63HGG,Ford Motor Company,Diesel,50964,6329,Miles,37.41
2719,YB63HGK,Ford Motor Company,Diesel,55671,2362,Miles,22.97
2721,YB63HGZ,Ford Motor Company,Diesel,38902,2917,Miles,26.44
2723,YB63HGD,Ford Motor Company,Diesel,60806,11126,Miles,22.7
2724,YB63HGM,Ford Motor Company,Diesel,66066,778,Miles,13.66
2725,YB63HGN,Ford Motor Company,Diesel,46124,1651,Miles,17.73
2727,YB63HGC,Ford Motor Company,Diesel,48391,1448,Miles,18.49
2729,YB63HGE,Ford Motor Company,Diesel,48543,5780,Miles,50.05
2731,YA63UPG,Ford Motor Company,Diesel,63652,1961,Miles,19.27
2733,YJ14SJX,Peugeot,Diesel,25305,1281,Miles,16.98
2734,YJ14SJY,Peugeot,Diesel,41600,5052,Miles,21.5
2735,YJ14SJV,Peugeot,Diesel,22383,2911,Miles,17.11
3001,YK68OXZ,Peugeot,Diesel,730,563,Miles,14.71
3002,YC68TGR,Iveco,Diesel,15891,14113,Miles,23.46
3104,YJ58OTF,Iveco,Diesel,124107,828,Miles,18.08
