Number,Registration,Details,Product,Odometer,Distance,Unit,MPG
0228,YJ16CPO,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,50920,13295,Miles,19.67
0229,YJ16CRK,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,18532,4954,Miles,20.21
0230,YJ66EAF,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,41808,11833,Miles,17.41
0231,YJ66EAA,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,44911,12263,Miles,20.48
0232,YJ66EAE,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,65801,19627,Miles,21.78
0233,YJ66EAC,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46779,9543,Miles,17.78
0234,YJ66EAG,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,77132,20049,Miles,20.03
0235,YJ66EAM,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,51481,16211,Miles,20.46
0236,YJ66EAO,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,44557,10655,Miles,21.27
0237,YJ66EAP,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,49435,10855,Miles,21.6
0238,YJ66EAK,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,36118,9575,Miles,19.4
0239,YJ66EBF,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,49706,11064,Miles,20.58
0240,YJ66EBL,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,34652,8701,Miles,22.35
0241,YJ66EBK,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,77096,22818,Miles,22.05
0242,YJ66EBG,Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,40818,11316,Miles,20.79
0243,YJ19BYX,  Welfare Bus,Diesel,9110,9004,Miles,18.4
0244,YJ19BYY,  Welfare Bus,Diesel,7384,7304,Miles,16.92
0245,YJ19BYZ,  Welfare Bus,Diesel,15509,15429,Miles,21.16
0246,YJ19BZA,Volkswagon Crafter Welfare,Diesel,8962,8881,Miles,19.53
0247,YJ19BZB,Volkswagon Crafter Welfare,Diesel,10325,10220,Miles,18.8
0248,YJ19BZC,Volkswagon Crafter Welfare,Diesel,5479,5389,Miles,18.28
0249,YJ69 BYV,Volkswagen Crafter Welfare,Diesel,4844,4771,Miles,17.12
0250,YJ69BYX,Volkswagen Crafter Welfare,Diesel,5264,5183,Miles,20.16
0251,YJ69BYZ,Volkswagen Crafter Welfare,Diesel,6850,6766,Miles,19.94
0252,YJ69BYW,  Welfare Bus,Diesel,7284,7162,Miles,18.79
0253,YJ69BYY,Volkswagen Crafter Welfare Bus,Diesel,6467,6384,Miles,19.46
0254,YJ69BZA,Volkswagen Crafter Welfare Bus,Diesel,4459,-121659,Miles,-494.75
0255,YJ69BZC,  Minibus,Diesel,4388,4305,Miles,19.09
0256,YJ69BZB,  Welfare Bus,Diesel,4697,4238,Miles,15.69
0256P,YE09BXC,Mercedes Sprinter 511 CDi Wel Welfare Bus,Diesel,130068,0,Miles,0
0257,YJ69BYS,  Minibus,Diesel,7019,6944,Miles,16.39
0257P,YJ11LWW,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,128590,0,Miles,0
0258,YJ69BYR,  Welfare Bus,Diesel,1766,1689,Miles,12.94
0258P,YJ11LWO,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,143689,0,Miles,0
0259,YJ69BYP,  Minibus,Diesel,5984,5903,Miles,18.89
0259P,YJ11LWS,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,114327,0,Miles,0
0260,YJ69BYO,  Minibus,Diesel,7099,7018,Miles,21.4
0260P,YJ11LWT,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,138775,6789,Miles,23.06
0261,YJ69BYN,  Welfare Bus,Diesel,3448,3323,Miles,26.36
0261P,YJ11LWV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123872,0,Miles,0
0262,YJ69BYM,  Welfare Bus,Diesel,4145,4014,Miles,16.56
0262P,YJ11LWU,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123659,0,Miles,0
0263,YJ69BYL,  Minibus,Diesel,5707,5592,Miles,19.22
0263P,YJ11LWX,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123590,3313,Miles,18.19
0264,YJ69BYK,  Minibus,Diesel,7528,7443,Miles,19.52
0264P,YJ11LWY,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,127530,0,Miles,0
0265,YJ69BZE,  Welfare Bus,Diesel,4647,4548,Miles,19.28
0265P,YJ11LWR,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,133736,2484,Miles,18.21
0266,YJ69BZD,  Minibus,Diesel,8972,8883,Miles,22.65
0266P,YJ11LWZ,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,129085,0,Miles,0
0267,YJ69BVT,  Minibus,Diesel,5692,5605,Miles,18.74
0267P,YJ11LXA,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,110440,0,Miles,0
0268,YJ69BVW,  Minibus,Diesel,3458,3363,Miles,14.63
0268P,YJ11LWP,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,131900,0,Miles,0
0269,YJ69BVX,  Welfare Bus,Diesel,5042,4958,Miles,21.96
0270,YJ69BYF,  Welfare Bus,Diesel,3573,3440,Miles,17.05
0270P,YJ62EWX,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82761,0,Miles,0
0271,YJ69BYG,  Minibus,Diesel,2108,2011,Miles,13.55
0271P,YJ62EXB,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,115922,2776,Miles,23.66
0272,YJ69BYH,  Minibus,Diesel,3647,3551,Miles,19.52
0272P,YJ62EWR,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,101762,4106,Miles,21.15
0273,YJ69BVO,  Minibus,Diesel,3517,3432,Miles,17.25
0273P,YJ62EWT,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,102465,5244,Miles,22.38
0274,YJ69BVP,  Welfare Bus,Diesel,3308,3103,Miles,16.59
0274P,YJ62EUF,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,86013,2084,Miles,22.69
0275,YJ69BVR,  Minibus,Diesel,4918,4833,Miles,19.8
0275P,YJ62EOC,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,103940,3476,Miles,21.01
0276,YJ69BVS,  Welfare Bus,Diesel,6012,5931,Miles,19.94
0276P,YJ62ENY,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,96784,0,Miles,0
0277,YJ69BYC,  Welfare Bus,Diesel,4260,4158,Miles,16.71
0277D,YJ62EKU,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,96454,5200,Miles,17.49
0278,YJ69BYB,  Welfare Bus,Diesel,3265,3187,Miles,17.06
0278D,YJ62ETV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82610,4948,Miles,20.63
0279,YJ69BYU,  Welfare Bus,Diesel,4469,4388,Miles,18.1
0279D,YJ62ESN,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,107707,6130,Miles,21.23
0280,YJ69BXX,  Welfare Bus,Diesel,2378,2300,Miles,16.8
0280D,YJ62EPX,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123726,7122,Miles,21.2
0281,YJ69BVU,  Welfare Bus,Diesel,475,383,Miles,11.52
0281P,YJ62ENF,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,101188,7926,Miles,18.63
0282,YJ69BVV,  Welfare Bus,Diesel,2206,2121,Miles,15.61
0282P,YJ62EPF,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,116875,6030,Miles,20.87
0283,YJ69BVY,  Welfare Bus,Diesel,3681,3608,Miles,17.37
0283P,YJ62EUA,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,106165,0,Miles,0
0284,YJ69BWH,  Welfare Bus,Diesel,4634,4548,Miles,19.47
0284P,YB63HPY,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,77947,6654,Miles,19.34
0285,YJ69BWK,  Welfare Bus,Diesel,2414,2115,Miles,17
0285D,YG14DRO,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,87666,9239,Miles,23.57
0286,YJ69BYD,  Welfare Bus,Diesel,4322,4235,Miles,19.03
0286D,YG14LGD,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,88827,6860,Miles,21.32
0287,YJ69BXZ,  Welfare Bus,Diesel,3967,3857,Miles,20.77
0287D,YG14LFZ,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,88955,9921,Miles,20.57
0288,YG14RHZ,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,98198,5469,Miles,22.08
0289,YG14YKN,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,79712,3561,Miles,20.55
0290,YH14EHJ,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71174,4674,Miles,17.51
0291,YH14NFU,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,72784,6273,Miles,20.67
0292,YH14ZPN,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82469,10169,Miles,22.31
0293,YC14VKZ,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,80991,7486,Miles,21.37
0294,YJ66EBM,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,56854,18683,Miles,20.54
0295,YJ66DSV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,56132,16564,Miles,20.98
0296,YJ66EAW,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,40496,13499,Miles,19.15
0297,YJ66DSU,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,48177,13402,Miles,21.66
0358,YH08CKO,Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,53739,2453,Miles,33.07
0368,YG59GBV,Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,106827,10019,Miles,36.6
0369,YB60HYK,Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,55439,2538,Miles,34.75
0374,YE63TYB,Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,14679,0,Miles,0
0375,YH14FNO,Ford Transit 14st minibus Minibus to 17 Seats,Diesel,20860,2176,Miles,37.87
0376,YF65FKA,Ford Transit 14st minibus Minibus to 17 Seats,Diesel,28747,10392,Miles,35.44
0377,YF65FKR,Ford Transit 14st minibus Minibus to 17 Seats,Diesel,21705,923,Miles,26.81
0378,MW17UZU,Vauxhall Movano Bus Minibus to 17 Seats,Diesel,6853,2578,Kilometres,3.03
0379,MV17BKA,Vauxhall Movano Bus Minibus to 17 Seats,Diesel,17990,3920,Miles,55.18
0380,HX69CCZ,  Minibus,Diesel,994,682,Miles,17.85
0381,WA69BYN,  Minibus,Diesel,3637,3057,Miles,34.32
0383,HX20BXS,Peugeot Boxer Welfare,Diesel,0,0,Miles,0
0401,SF68LJL,Fiat Ducato Welfare,Diesel,18284,12059,Miles,21.07
0402,SF68LJK,Fiat Ducato Welfare,Diesel,18385,12080,Miles,20.14
0403,LX65AUM,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,62009,9136,Miles,18.6
0404,SF68LJJ,Fiat Ducato Welfare,Diesel,30063,19909,Miles,20.74
0405,SF68LJC,Fiat Ducato Welfare,Diesel,14088,10100,Miles,19.92
0406,SF68LJE,Fiat Ducato Welfare,Diesel,18090,11998,Miles,15.48
0407,SF68LHZ,Fiat  Ducato Welfare,Diesel,20743,13344,Miles,20.81
0408,SF68LHX,Fiat Ducato Welfare,Diesel,14899,9979,Miles,18.81
0409,SF68LJA,Fiat Ducato welfare,Diesel,21024,13989,Miles,23.36
0410,LX65AUN,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,48505,9255,Miles,17.94
0411,LX65AUH,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,70037,9178,Miles,18.54
0412,LX65AUJ,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,70162,14253,Miles,18.77
0413,LX65AUL,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,49745,9510,Miles,18.09
0414,LX65AUK,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,80926,14308,Miles,20.66
0415,LX65AUF,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,67124,15827,Miles,17.35
0416,LX65AUE,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,69626,9392,Miles,17.74
0417,LV16HLF,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,82153,14757,Miles,18.37
0418,LV16HLG,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,87129,10630,Miles,17.41
0419,LV16HLA,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,53777,9821,Miles,17.14
0420,LV16HLC,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,62745,13873,Miles,21.65
0421,LV16HLD,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,60475,12664,Miles,18.75
0422,LV16HLE,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,63029,14034,Miles,21.33
0423,LV16HLR,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,65440,18797,Miles,20.09
0424,SF68LHY,Fiat ducato Welfare,Diesel,23150,16158,Miles,20.76
0425,SF68LHW,Fiat Ducato Welfare,Diesel,18573,13015,Miles,18.77
0426,SF68LHT,Fiat Ducato Welfare,Diesel,22580,17277,Miles,24.12
0427,SF68LHP,Fiat Ducato Welfare,Diesel,26433,21365,Miles,20.49
0428,SF68LHU,Fiat Ducato Welfare,Diesel,16761,12179,Miles,20.32
0429,SF68LHR,Fiat Ducato Welfare,Diesel,14640,11356,Miles,19.52
0430,LX68BNA,Mercedes  Sprinter Welfare,Diesel,17978,17521,Miles,20.76
0431,LX68BNB,Mercedes Sprinter Welfare,Diesel,28214,26138,Miles,18.52
0432,LX68CZL,Mercedes Sprinter Welfareq,Diesel,20439,18615,Miles,17.25
0432D,YJ14DXO,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,75481,0,Miles,0
0433,LX19BCE,Mercedes Sprinter Welfare,Diesel,19091,18181,Miles,18.99
0433dd,YJ14DXX,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,74759,526,Miles,20.02
0434,LX19AYJ,Mercedes Sprinter Welfare,Diesel,13016,12562,Miles,15.83
0434D,YJ14DXG,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,77342,2461,Miles,18.46
0435,LX19BBN,  Coachbuilt Bus,Diesel,17025,16289,Miles,18.03
0435D,YJ14DXK,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,73618,0,Miles,0
0436,LX19AYO,Mercedes Sprinter Welfare,Diesel,11399,11188,Miles,15.37
0436D,YJ14DXF,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,89838,0,Miles,0
0437,LX19BBJ,Mercedes Sprinter Welfare,Diesel,21237,21085,Miles,16.56
0437D,YJ14DXH,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,74965,0,Miles,0
0438,LX19BAV,Mercedes Sprinter Welfare,Diesel,11856,11669,Miles,16.29
0438D,YJ14DXW,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,81463,0,Miles,0
0439,LX19AYH,Mercedes Sprinter Welfare,Diesel,18522,18287,Miles,17.25
0439D,YJ14DXL,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,78772,0,Miles,0
0440,LX19BBO,Mercedes Sprinter Welfare,Diesel,14106,13830,Miles,17.33
0440D,YJ14DXV,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,65748,199,Miles,17.56
0441,LX19BCU,Mercedes Sprinter Welfare,Diesel,11349,11087,Miles,16.92
0441D,YJ14DXM,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,73162,0,Miles,0
0442,YJ14DXR,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,78546,0,Miles,0
0443,YJ14DXY,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,86785,0,Miles,0
0444,YJ14DXP,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,86888,1629,Miles,19.23
0445,YJ14DXU,Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,74889,0,Miles,0
0446,LX66AHJ,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,43358,11345,Miles,21.43
0447,LX66 AFY,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,50280,16158,Miles,21.16
0448,LX66ALO,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,50184,9368,Miles,18.36
0449,LX66AMU,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,36754,8686,Miles,18.22
0450,LX66AJY,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,38501,10164,Miles,16.67
0451,LX66AHE,Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,54460,12663,Miles,19.78
0452,SF68LHV,Fiat Ducato Welfare,Diesel,14738,9816,Miles,19.49
0453,LX68BJO,Mercedes Sprinter Welfare,Diesel,13180,12248,Miles,17.86
0454,LX68BTF,Mercedes Sprinter Welfare,Diesel,21509,19772,Miles,17.3
0455,LX68BOU,  Welfare,Diesel,19295,17453,Miles,19.42
0456,LX68BOV,Mercedes Sprinter Welfare,Diesel,22806,20683,Miles,19.41
0457,LX68BPE,Mercedes Sprinter Welfare,Diesel,21845,20345,Miles,18.68
0458,LX68BPF,Mercedes Sprinter Welfare,Diesel,23651,21582,Miles,19.29
0459,LX68BNY,Mercedes Sprinter Welfare,Diesel,14436,13154,Miles,16.76
0460,LX68BNL,Mercedes Sprinter Welfare,Diesel,15187,14244,Miles,18.3
0461,YK19GEW,  Welfare Bus,Diesel,14536,14369,Miles,20.47
0461P,YJ64BJO,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,54614,3507,Miles,21.27
0462,YK19NTH,  Welfare Bus,Diesel,8244,8135,Miles,19.33
0462P,YJ64BJK,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,62595,6051,Miles,18.86
0463,YK19NTS,  Welfare Bus,Diesel,7119,6898,Miles,18.84
0463P,YJ64BJF,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,77033,7397,Miles,20.83
0464,YK19NTZ,  Welfare Bus,Diesel,9041,8915,Miles,20.3
0464P,YJ64BJU,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,74303,10177,Miles,19.91
0465,YH19SEG,  Welfare Bus,Diesel,14616,14470,Miles,31.04
0465P,YJ64BJE,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,86945,8932,Miles,17.21
0466,YH19SFB,  Welfare Bus,Diesel,7070,6994,Miles,17.78
0466P,YJ64NYO,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71310,10225,Miles,21.09
0467,YG19DUT,  Welfare Bus,Diesel,6445,6363,Miles,18.68
0467P,YJ64BJV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,63159,0,Miles,0
0468,YD19 ZUG,  Welfare Bus,Diesel,11402,11326,Miles,21.36
0468P,YJ64BJY,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,46681,7102,Miles,18.26
0469,YG19CEP,Volkswagon Crafter Welfare,Diesel,12628,12540,Miles,19.76
0469P,YJ64BJX,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,62894,9063,Miles,20.49
0470,YD19SDL,Volkswagon Crafter Welfare,Diesel,7869,7728,Miles,17.83
0470D,YJ64NYG,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,79182,12501,Miles,21.93
0471,YJ19BYW,Volkswagon Crafter Welfare,Diesel,10372,10290,Miles,17.66
0471D,YJ64BKV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,76014,9016,Miles,22.06
0472,YJ19BYV,Volkswagon Crafter Welfare,Diesel,11522,11437,Miles,19.15
0472D,YJ64NYH,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,69793,10273,Miles,18.07
0473,YJ69BYA,  Welfare Bus,Diesel,4094,4010,Miles,18.15
0473D,YJ64NYK,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,51010,6110,Miles,18.28
0474,YK69YBC,  Welfare Bus,Diesel,233,120,Miles,5.83
0474D,YJ64NYL,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,66995,8032,Miles,20.1
0475,YB69RFN,  ,Diesel,2868,2774,Miles,17.39
0475D,YJ64NYN,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82288,8871,Miles,18.79
0476,YJ64NYM,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,105281,11708,Miles,20.54
0477,YJ64NYV,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,69373,10550,Miles,19.61
0478,YJ64NYX,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,65533,3595,Miles,15.88
0479,YJ64NYW,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71310,10448,Miles,21.4
0480,YJ64NYY,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,54960,4639,Miles,20.81
0481,YJ64NYZ,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,53799,5539,Miles,18.34
0482,YJ64NZB,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,84922,14744,Miles,21.24
0483,YJ64NZA,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71168,11436,Miles,19.51
0484,YJ64NZC,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,68420,6592,Miles,19.1
0485,YJ64NYU,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,101356,17465,Miles,19.65
0486,YJ64NZP,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71052,10156,Miles,21.41
0487,YJ64NYT,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,47788,5768,Miles,18.19
0488,YJ64NZM,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,94059,8585,Miles,22.59
0489,YJ64NZO,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,83558,9638,Miles,20.25
0490,YJ64NZN,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,75465,11577,Miles,20.28
0491,YJ64NZH,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,71189,11898,Miles,18.43
0492,YJ64NZK,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,66185,7277,Miles,20.89
0493,YJ64NZD,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,63762,14153,Miles,21.96
0494,YJ64NZG,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,58630,9194,Miles,21.49
0495,YJ64NZE,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,73348,8703,Miles,24.08
0496,YJ64NZF,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,73800,8753,Miles,18.23
0497,YJ15BXE,Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,61331,10200,Miles,20.5
0527,YH59OLN,Mitsubishi L200 4x4 Pickup,Diesel,53746,1887,Miles,24.37
0529,YC12UYR,Ford Ranger 4x4 pickup 4x4 Utility Vehicle,Diesel,41548,0,Miles,0
0530,YC63CPN,Ford Ranger 4 X 4,Diesel,36624,3078,Miles,69.38
0531,YB63OJW,Ford Ranger 4X4 Utility Vehicle,Diesel,34751,6022,Miles,26.52
0532,YL17PHV,Ford Ranger 4 X 4 Utility vehicle,Diesel,6358,451,Miles,19.81
0533,YL17OYR,Ford  Ranger 4 x 4 ,Diesel,28244,750,Miles,17.94
0534,YL17PMO,Ford Ranger  4X4 Utlility Vehicle,Diesel,14406,1784,Miles,26.46
0535,YL17PLF,Ford Ranger 4x4 CCpickup 4x4 Utility Vehicle,Diesel,7963,2738,Miles,19.97
0536,YL17PHN,Ford Ranger 4x4 pickup 4x4 Utility Vehicle,Diesel,9718,4244,Miles,28.92
0537,YF69LWO,  4 x 4 Vehicle,Diesel,15,0,Miles,0
0538,YK20ZWF,Toyota Hilux 4 X 4,Diesel,0,0,Miles,0
0539,YK20ZWS,Toyota Hilux 4 X 4,Diesel,0,0,Miles,0
0540,YG20GHH,Toyota Hilux 4 X 4,Diesel,0,0,Miles,0
0700,MJ16XMA,Vauxhall Corsa Car Derived Van,Diesel,30632,7824,Miles,61.46
0701,MJ16XLX,Vauxhall Corsa Car Derived Van,Diesel,28260,6095,Miles,53.15
0702,MJ16XLY,Vauxhall Corsa Car Derived Van,Diesel,58080,9725,Miles,61.56
0704,MW16DBX,Vauxhall Corsa Car Derived Van,Diesel,23983,5012,Miles,43.92
0705,MW16DCF,Vauxhall Corsa Car Derived Van,Diesel,27025,6326,Miles,54.95
0706,MW16CZC,Vauxhall Corsa Car Derived Van,Diesel,46771,9506,Miles,53.4
0707,MW16CZD,Vauxhall Corsa Car Derived Van,Diesel,26674,3115,Miles,52.6
0708,MW16CYZ,Vauxhall Corsa Car Derived Van,Diesel,40600,16036,Miles,70.2
0709,MW16CZA,Vauxhall Corsa Car Derived Van,Diesel,15270,3118,Miles,44.09
0710,MW16DFA,Vauxhall Corsa Car Derived Van,Diesel,19026,5660,Miles,58.96
0711,MW16CZU,Vauxhall Corsa Car Derived Van,Diesel,31512,10763,Miles,56.09
07/111,YG57KDU,John Deere 6530 Premium Tractor,Gasoil,4791,56,Hours,0
0712,MW16CZP,Vauxhall Corsa Car Derived Van,Diesel,38000,9975,Miles,53.94
0713,MW16CZM,Vauxhall Corsa Car Derived Van,Diesel,28461,8445,Miles,52.93
0714,MW16CZL,Vauxhall Corsa Car Derived Van,Diesel,17323,2912,Miles,47.35
0715,MW16CZR,Vauxhall Corsa Car Derived Van,Diesel,27555,4079,Miles,53.99
0716,MW16CZT,Vauxhall Corsa Car Derived Van,Diesel,26513,7885,Miles,57.27
0721,YC59HAE,Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,52503,49463,Miles,824.85
0722,MW66YYB,Vauxhall Corsa Car Derived Van,Diesel,17272,3953,Miles,45.61
0727,MW16DCZ,Vauxhall Corsa Car Derived Van,Diesel,19810,5750,Miles,57.26
0728,MW16DDU,Vauxhall CORSA  CDTI Car,Diesel,24520,7122,Miles,54.14
0729,MW16DDV,Vauxhall CORSA  CDTI Car,Diesel,35916,9849,Miles,62.21
0730,MW16CZZ,Vauxhall CORSA  CDTI Car,Diesel,52166,8977,Miles,55.12
0731,MW16DDL,Vauxhall Corsa Small Van,Diesel,17580,2740,Miles,56.22
0732,MW16DBU,Vauxhall Corsa Small Van,Diesel,39079,4629,Miles,62.37
0733,MW16DDN,Vauxhall  Corsa Small Van,Diesel,30679,2392,Miles,48.5
0734,MW16DBO,Vauxhall Corsa Small Van,Diesel,24178,2233,Miles,46.51
0735,MV17DDO,Vauxhall Corsa Car Derived Van,Diesel,11913,3522,Miles,40.6
0736,MV17CPY,Vauxhall Corsa Car Derived Van,Diesel,34461,12307,Miles,55.2
0737,MV17CPZ,Vauxhall Corsa Car Derived Van,Diesel,26779,11163,Miles,63.01
0740,MW16DCY,Vauxhall Corsa Car Derived Van,Diesel,32602,8764,Miles,52.88
0743,YF10WXR,Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,74098,5365,Miles,70.58
0746,MW16DDZ,Vauxhall Corsa small van,Diesel,38417,3361,Miles,49.26
0748,MW16CZY,Vauxhall  Corsa Small Van,Diesel,37461,3454,Miles,56.87
0753,MW16DDJ,Vauxhall Corsa Small Van,Diesel,34903,5454,Miles,60.83
