Number,Registration,Details,Product,Odometer,Distance,Unit,MPG
0754,MW16DAU,Vauxhall  Corsa Small Van,Diesel,55072,4772,Miles,57.93
0853,YF08BFZ,Vauxhall Astra Van Small,Diesel,67898,4624,Miles,31.66
0923,YS55SXN,Ford Connect T220SWB van Van Small,Diesel,78997,0,Miles,0
0957,YE07FAF,Ford Connect T220SWB van Van Small,Diesel,78094,2033,Miles,43.77
0959,YC07ONJ,Ford Connect T220SWB van Van Small,Diesel,95895,6117,Miles,40.08
0960,YF07GFK,Ford Connect T220SWB van Van Small,Diesel,83995,0,Miles,0
0976,YF07GGZ,Ford Connect T220SWB van Van Small,Diesel,82661,5215,Miles,38.35
09/81,09/81,chipper timberwolf Chipper,Gasoil,0,0,Hours,0
0989,YF57VKG,Ford Connect T220SWB van Van Small,Diesel,65755,0,Miles,0
09/89,YJ10FND,John Deere 6430 Tractor,Gasoil,7800,96,Hours,0
1000,YB08XOF,Ford Connect T220SWB van Van Small,Diesel,78398,0,Miles,0
1006,YB63URX,Peugeot Bipper Small Van,Diesel,62776,2831,Miles,38.87
1007,YB63URZ,PEUGEOT Bipper Small Van,Diesel,79930,4567,Miles,48.03
1008,YB63USC,Peugeot Bipper Small Van,Diesel,26071,576,Miles,27.65
1009,YB63UOV,Peugeot Partner Van Small,Diesel,82474,14874,Miles,41.1
1010,YB63UOW,Peugeot Partner Van Small,Diesel,54866,12545,Miles,47.02
10/10,NX10DXP,Valtra Valmet N111E Tractor,Diesel,6018,155,Miles,0.8
1011,YB63UOX,Peugeot Partner Van Small,Diesel,33607,4707,Miles,38.78
1012,YB63UOY,Peugeot Partner Van Small,Diesel,74571,21575,Miles,43.61
1013,YB63UPA,Peugeot Partner Van Small,Diesel,36019,4311,Miles,38.98
1014,YB63UPC,Peugeot Partner Van Small,Diesel,28496,2300,Miles,34.28
1015,YB63UPD,Peugeot Partner Van Small,Diesel,46556,6380,Miles,41.17
1016,YB63UPE,Peugeot Partner Van Small,Diesel,90143,13234,Miles,44.55
1017,YB63UPF,Peugeot Partner Van Small,Diesel,26950,3604,Miles,47.8
1018,YB63UPG,Peugeot Partner Van Small,Diesel,48980,7591,Miles,49.67
1019,YB63UPH,Peugeot Partner Van Small,Diesel,51520,6396,Miles,43.35
1020,YB63UPJ,Peugeot Partner Van Small,Diesel,54379,9337,Miles,44.62
1021,YB63UPK,Peugeot Partner Van Small,Diesel,31672,3032,Miles,35.86
1022,YB63UPL,Peugeot Partner Van Small,Diesel,58042,5166,Miles,45.81
1023,YB63UPM,Peugeot Partner Van Small,Diesel,58548,10273,Miles,35.6
1024,YB63UPN,Peugeot Partner Van Small,Diesel,37744,2437,Miles,33.05
1025,YB63UPO,Peugeot Partner Van Small,Diesel,50129,9507,Miles,36.12
1026,YC63ERY,Peugeot Partner Van Small,Diesel,44660,5036,Miles,45.37
1027,YF63HCD,Peugeot Partner Van Small,Diesel,44795,7011,Miles,41.49
1028,YF63HCG,Peugeot Partner Van Small,Diesel,50593,5048,Miles,44.41
1029,YF63HCJ,Peugeot Partner Van Small,Diesel,47396,6762,Miles,44.09
1030,YF63HCK,Peugeot Partner Van Small,Diesel,36278,5812,Miles,31.85
1031,YG63ETU,Peugeot Partner Van Small,Diesel,43427,4527,Miles,44.37
1032,YG63ETV,Peugeot Partner Van Small,Diesel,55385,7023,Miles,43.65
1033,YG63ETX,Peugeot Partner Van Small,Diesel,40292,6076,Miles,40.18
1034,YG63ETY,Peugeot Partner Van Small,Diesel,50489,4394,Miles,48.89
1035,YG63ETZ,Peugeot Partner Van Small,Diesel,59214,7271,Miles,39.09
1036,YG63EUA,Peugeot Partner Van Small,Diesel,53110,6690,Miles,36.31
1037,YB63URL,Peugeot Partner Van Small,Diesel,80285,16760,Miles,43.95
1038,YB63URM,Peugeot Partner Van Small,Diesel,51442,7938,Miles,41.79
1039,YB63URN,Peugeot Partner Van Small,Diesel,50404,6848,Miles,40
1040,YB63URO,Peugeot Partner Van Small,Diesel,52603,9239,Miles,39.71
1041,YB63URP,Peugeot Partner Van Small,Diesel,82201,8130,Miles,45.15
1042,YG14PFZ,Peugeot Partner Van Small,Diesel,36962,5726,Miles,88.41
1043,YG14USC,Peugeot Partner Van Small,Diesel,45398,7334,Miles,39.53
1044,YD14UWO,Peugeot Bipper Van Small,Diesel,41068,5470,Miles,42.53
1045,YD14UWP,Peugeot Bipper Van Small,Diesel,38138,7078,Miles,45.96
10/45,YJ11FGA,John Deere 5090R Tractor,Diesel,4674,21,Hours,0
1046,YG14PGF,Peugeot Partner Van Small,Diesel,105854,4005,Miles,39.39
10/46,YJ11FGD,John Deere 5090R Tractor,Diesel,7804,249,Hours,0
1047,YG64RYA,Volkswagen Caddy C20 TDI MAXI Van Small,Diesel,22974,1886,Miles,35.27
10/47,YJ11FGU,John Deere 5090R Tractor,Diesel,5619,33,Hours,0
1048,YH64EWO,Volkswagen Caddy C20 TDI Maxi Van Small,Diesel,26568,-179449,Miles,-1177.16
10/48,YJ11FGP,John Deere 5090R Tractor,Diesel,6096,22,Hours,0
1049,YH64YYU,Volkswagen Caddy C20 TDI Maxi Van Small,Diesel,37109,6012,Miles,31.02
10/49,YJ11FGC,John Deere 5090R Tractor,Diesel,0,0,Hours,0
1050,YC14UTL,Peugeot Partner Van Small,Diesel,44344,4823,Miles,40.95
10/50,YJ11FGN,John Deere 5090R Tractor,Diesel,5020,114,Hours,0
1051,YD14UWR,Peugeot Bipper Van Small,Diesel,60890,10575,Miles,45.05
10/51,YJ11FGG,John Deere 5090R Tractor,Diesel,9866,301,Hours,0
1052,YG14PGZ,Peugeot  Partner Van Small,Diesel,39134,4887,Miles,45.89
10/52,YJ11FGE,John Deere 5090R Tractor,Diesel,7892,203,Hours,0
1053,YG14PGE,Peugeot Partner Van Small,Diesel,33396,5112,Miles,34.48
10/53,YJ11FGO,John Deere 5090R Tractor,Diesel,0,0,Hours,0
1054,YG14PHA,Peugeot Partner Van Small,Diesel,26662,4064,Miles,43.48
10/54,YJ11FGK,John Deere 5090R Tractor,Diesel,0,0,Hours,0
1055,YG14RZR,Peugeot Partner Van Small,Diesel,39880,7132,Miles,38.63
10/55,YJ11FGF,John Deere 5090R Tractor,Diesel,5218,15,Hours,0
1056,YG14RZS,Peugeot Partner Van Small,Diesel,36600,5815,Miles,39.74
10/56,YJ11FLZ,John Deere 5090R Tractor,Diesel,0,0,Hours,0
1057,YD14UWL,Peugeot Partner Van Small,Diesel,35066,5491,Miles,41.08
1058,YG14RZT,Peugeot Partner Van Small,Diesel,39051,9149,Miles,41.01
1059,YG14RZU,Peugeot Partner Van Small,Diesel,47282,5823,Miles,40.65
1060,YG14SBZ,Peugeot Partner Van Small,Diesel,51030,9358,Miles,44.15
1061,YG14PGV,Peugeot Partner Van Small,Diesel,35841,7118,Miles,39.2
1062,YG14URU,Peugeot Partner Van Small,Diesel,46905,5160,Miles,36.98
1063,YG14USB,Peugeot Partner Van Small,Diesel,31157,2050,Miles,33.72
1064,YG14PGU,Peugeot Partner Van Small,Diesel,36205,6696,Miles,38.99
1065,YG14URY,Peugeot Partner Van Small,Diesel,38538,7222,Miles,40.72
1066,YG14URZ,Peugeot Partner Van Small,Diesel,29505,7696,Miles,37.67
1067,YD64OKP,Peugeot Partner Van Small,Diesel,37665,1696,Miles,36.42
1068,YB15WDT,Peugeot Partner Van Small,Diesel,41766,7407,Miles,37.58
1069,YB15WDU,Peugeot Partner Van Small,Diesel,38465,6374,Miles,38.77
1070,YB15WDR,Peugeot Partner Van Small,Diesel,55749,13499,Miles,42.61
1071,YB15ODV,Peugeot Partner Van Small,Diesel,41638,16009,Miles,39.73
1072,YB15OEE,Peugeot Partner Van Small,Diesel,19797,4810,Miles,37.53
1073,YB15OEC,Peugeot Partner Van Small,Diesel,49030,14298,Miles,41.66
1075,YB15WDV,Peugeot Partner Van Small,Diesel,35758,4191,Miles,40.22
1076,YJ65XUR,Ford Transit Courier Van Small,Diesel,68673,18249,Miles,49.41
1077,YJ65XTG,Ford Transit Courier Van Small,Diesel,80530,20981,Miles,48.68
1078,YJ65XXD,Ford Transit Courier Van Small,Diesel,76325,25374,Miles,48.14
1079,YC65MTF,Ford Transit Courier Van Small,Diesel,49386,16333,Miles,47.94
108,FP15SRO,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1080,YC65GMF,Ford Transit Courier Van Small,Diesel,48883,5283,Miles,50.13
1081,YC65MVD,Ford Transit Courier Van Small,Diesel,45633,3449,Miles,44.5
1082,YC65MUU,Ford Transit Courier Van Small,Diesel,74595,15539,Miles,48.76
1083,YC65MVA,Ford Transit Courier Van Small,Diesel,45807,2091,Miles,35.72
1084,YF65NUE,Peugeot Bipper Van Small,Diesel,34146,9457,Miles,43.72
110,FP15PUO,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1100,FL65EFY,Vauxhall COMBO Van Small,Diesel,22502,5086,Miles,39.3
1101,YJ65HWN,Peugeot Partner Van Small,Diesel,11842,7727,Miles,35.75
1115,ML60LXS,Peugeot Bipper Van Small,Diesel,71515,2590,Miles,46.96
1116,YE61OVN,Volkswagen Caddy 80 CNG Van Small,CNG,89499,0,Miles,0
1117,YE61OVM,Volkswagen Caddy 80 CNG Van Small,CNG,59360,0,Miles,0
1118,YE61OVK,Volkswagen Caddy 80 CNG Van Small,CNG,66787,0,Miles,0
1119,YE61ZRX,Volkswagen Caddy 80 CNG Van Small,CNG,44701,0,Miles,0
112,FP15SOA,Vauxhall  Corsa Small Van,Diesel,0,0,Miles,0
1120,YE61OVL,Volkswagen Caddy 80 CNG Van Small,CNG,49009,0,Miles,0
1121,YE61ZRY,Volkswagen Caddy 80 CNG Van Small,CNG,46840,0,Miles,0
1122,YJ13ZLX,Ford Connect T200SWB van Van Small,Diesel,28956,2649,Miles,40.27
1124,YJ13ZFX,Ford Connect T200SWB van Van Small,Diesel,54887,1249,Miles,35.03
1125,YD13OWA,Ford Connect T200SWB van Van Small,Diesel,48762,0,Miles,0
1126,YJ13ZPN,Ford Connect T200SWB van Van Small,Diesel,24197,1347,Miles,33.37
1127,YK13UTM,Ford Connect T200SWB van Van Small,Diesel,34630,3218,Miles,37.51
1128,YE13NPJ,Ford Connect T220SWB van Van Small,Diesel,69875,10435,Miles,37.45
1129,YE13ULH,Ford Connect T220SWB van Van Small,Diesel,36336,5972,Miles,34.25
113,FP15RKK,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1130,YE13NHJ,Ford Connect T220SWB van Van Small,Diesel,40182,-20367,Miles,-153.7
1131,YE13NVB,Ford Connect T220SWB van Van Small,Diesel,36014,6927,Miles,36.12
1132,YF13TLX,Ford Connect T230LWB van Van Small,Diesel,47844,6322,Miles,33.13
1133,YF13TLU,Ford Connect T230LWB van Van Small,Diesel,49250,5573,Miles,35.72
1135,YF13TMO,Ford Connect T230LWB van Van Small,Diesel,49205,2507,Miles,33.78
1136,YF13TMX,Ford Connect T230LWB van Van Small,Diesel,45405,3655,Miles,35.19
1137,YF13WCT,Ford Connect T230LWB van Van Small,Diesel,55510,6193,Miles,31.39
1138,YF13TKU,Ford Connect T230LWB van Van Small,Diesel,41530,4892,Miles,30.9
1139,YF13VCP,Ford Connect T230LWB van Van Small,Diesel,54380,8280,Miles,35.25
1140,YF13WCD,Ford Connect T230LWB van Van Small,Diesel,46005,5409,Miles,33.64
1141,YF13VBP,Ford Connect T230LWB van Van Small,Diesel,48089,6736,Miles,37.75
1142,YF13VBN,Ford Connect T230LWB van Van Small,Diesel,39592,2399,Miles,32.7
1143,YF13VBY,Ford Connect T230LWB van Van Small,Diesel,40728,2906,Miles,35.77
1144,YF13VCJ,Ford Connect T230LWB van Van Small,Diesel,34470,2840,Miles,30.08
1145,YF13TNN,Ford Connect T230LWB van Van Small,Diesel,46551,4201,Miles,28.55
1146,YF13VCG,Ford Connect T230LWB van Van Small,Diesel,40628,0,Miles,0
1147,YB13YBS,Ford Connect T230LWB van Van Small,Diesel,50822,7041,Miles,34.27
1148,YF13TKZ,Ford Connect T230LWB van Van Small,Diesel,34309,1909,Miles,33.63
1149,YF13TMY,Ford Connect T230LWB van Van Small,Diesel,45100,8829,Miles,31.53
115,FP15RPO,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1150,YB13FRU,Ford Connect T230LWB van Van Small,Diesel,33761,2386,Miles,31.73
1151,YB13LTZ,Ford Connect T230LWB van Van Small,Diesel,66825,11337,Miles,28.49
1152,YB13PHK,Ford Connect T230LWB van Van Small,Diesel,57216,10035,Miles,37.14
1153,YB13PGO,Ford Connect T230LWB van Van Small,Diesel,52126,9096,Miles,36.09
1154,YB13LSX,Ford Connect T230LWB van Van Small,Diesel,69980,7399,Miles,33.96
1155,YB13LTJ,Ford Connect T230LWB van Van Small,Diesel,47911,7218,Miles,22.44
1156,YB13LTA,Ford Connect T230LWB van Van Small,Diesel,40254,5160,Miles,32.89
1157,YB13LTO,Ford Connect T230LWB van Van Small,Diesel,59065,10435,Miles,32.03
1158,YF13TKV,Ford Connect T230LWB van Van Small,Diesel,60667,4173,Miles,28.7
1159,YF13VCE,Ford  Connect Small Van,Diesel,0,0,Miles,0
116,FP15PWF,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1160,YF13EPK,Ford Connect T230LWB van Van Small,Diesel,59351,8626,Miles,30.42
1161,YF13TMU,Ford Connect T230LWB van Van Small,Diesel,67970,9070,Miles,37.05
1162,YF13VCO,Ford Connect T230LWB van Van Small,Diesel,67370,9662,Miles,35.54
1164,YF13TLV,Ford Connect T230LWB van Van Small,Diesel,47334,3946,Miles,28.36
1165,YF13VBO,Ford Connect T230LWB van Van Small,Diesel,71246,8561,Miles,29.89
1166,YF13TNE,Ford Connect T230LWB van Van Small,Diesel,61536,10127,Miles,35.39
1167,YF13VBX,Ford Connect T230LWB van Van Small,Diesel,70630,8657,Miles,32.2
1168,YF13VBU,Ford Connect T230LWB van Van Small,Diesel,58868,9795,Miles,29.87
1169,YF13EPD,Ford Connect T230LWB van Van Small,Diesel,74921,13162,Miles,34.64
1170,YA13YMT,Ford Connect T230LWB van Van Small,Diesel,65869,1289,Miles,24.21
1172,YC14UTS,Peugeot Partner Van Small,Diesel,55280,7395,Miles,38.61
1173,YC63MHZ,Volkswagen Caddy 80 CNG Van Small,CNG,26137,0,Miles,0
1174,YA63TWP,Peugeot Partner Van Small,Diesel,67844,7185,Miles,46.3
1175,YL63CBX,Peugeot Partner Van Small,Diesel,45226,8498,Miles,46.27
1176,YL63CBY,Peugeot Partner Van Small,Diesel,69412,10534,Miles,46.02
1177,YL63CBV,Peugeot Partner Van Small,Diesel,33691,3064,Miles,41.13
1178,YL63CCA,Peugeot Partner Van Small,Diesel,42659,4183,Miles,36.65
1179,YD14UWS,Peugeot Partner Van Small,Diesel,59785,12531,Miles,42.88
118,FP15SKE,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1180,YG14PGK,Peugeot Partner Van Small,Diesel,39354,4969,Miles,37.21
1181,YG14PGO,Peugeot Partner Van Small,Diesel,31315,4580,Miles,41.05
1182,YD14VPU,Ford Connect T200SWB van Van Small,Diesel,61954,9655,Miles,44.5
1183,YD14VTN,Ford Connect T240LWB Van Van Small,Diesel,48601,13723,Miles,44.36
1184,YD14VTP,Ford Connect T240LWB Van Van Small,Diesel,37792,5944,Miles,46.26
1185,YG14FUV,Ford Connect T230LWB van Van Small,Diesel,33351,9454,Miles,44.72
1186,YG14WWP,Ford Connect T240LWB Van Van Small,Diesel,82399,9695,Miles,39.11
1187,YG14WXL,Ford Connect T240LWB Van Van Small,Diesel,87497,13629,Miles,42.13
1188,YG14WWN,Ford Connect T240LWB Van Van Small,Diesel,37706,1419,Miles,37.04
1189,YG14FUJ,Ford Connect T240LWB Van Van Small,Diesel,83248,6278,Miles,39.72
119,FP15SVA,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1190,YG14WXJ,Ford Connect T240LWB Van Van Small,Diesel,84754,13660,Miles,41.06
1192,YG14PFY,Peugeot Partner Van Small,Diesel,55006,7406,Miles,42.51
1193,YL63CCD,Peugeot Bipper Small Van,Diesel,28620,313,Miles,21.12
1194,YB63URT,Peugeot Bipper Van Small,Diesel,52943,5985,Miles,43.89
1195,YB63URU,Peugeot Bipper Van Small,Diesel,70150,12503,Miles,46.69
1196,YB63URV,Peugeot Bipper Van Small,Diesel,28210,3215,Miles,49.34
120,FP15PVA,Vauxhall  Corsa Small Van,Diesel,0,0,Miles,0
1201,YA16FXG,Peugeot Partner Van Small,Diesel,20801,3950,Miles,41.82
1202,YL16RZT,Peugeot Partner Van Small,Diesel,22661,5756,Miles,41.83
1203,YL16RZU,Peugeot Partner Van Small,Diesel,21207,5679,Miles,43.8
1204,YL16RZV,Peugeot Partner Van Small,Diesel,16422,3866,Miles,41.95
1206,YL16RZX,Peugeot Partner Van Small,Diesel,30612,7538,Miles,45.77
1207,YL16ZFV,Peugeot Partner Van Small,Diesel,27831,10101,Miles,47.75
1208,YL16ZFX,Peugeot Partner Van Small,Diesel,25333,9466,Miles,48.82
1209,YL16ZFW,Peugeot Partner Van Small,Diesel,20941,5867,Miles,40.52
121,FP15SJX,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1210,YL16ZFY,Peugeot Partner Van Small,Diesel,16397,4516,Miles,44.69
1211,YL16ZFZ,Peugeot Partner Van Small,Diesel,27821,2436,Miles,42.67
1212,YL16ZFT,Peugeot Partner Van Small,Diesel,101867,8691,Miles,45.61
1213,YL16ZGA,Peugeot Partner Van Small,Diesel,112891,6214,Miles,41.21
1214,YL16ZFS,Peugeot Partner Van Small,Diesel,28377,14996,Miles,41.59
1215,YD54GZG,Ford Connect T220SWB van Van Small,Diesel,97721,3702,Miles,31.55
1216,YF16MYG,Peugeot Partner Van Small,Diesel,30726,7779,Miles,43.07
1217,YF16MYD,Peugeot Partner Van Small,Diesel,19263,4427,Miles,37.57
1218,YF16MYB,Peugeot Partner Van Small,Diesel,27506,6696,Miles,51.74
1219,YF16MYA,Peugeot Partner Van Small,Diesel,31699,6922,Miles,42.68
1220,YF16MYH,Peugeot Partner Van Small,Diesel,42328,11530,Miles,46.43
1221,YF16ZYG,Peugeot Partner Van Small,Diesel,30072,7282,Miles,37.49
1222,YF16ZYK,Peugeot Partner Van Small,Diesel,36832,10302,Miles,43.08
1223,YF16ZYH,Peugeot Partner Van Small,Diesel,28015,4183,Miles,34.18
1224,YF16ZYJ,Peugeot Partner Van Small,Diesel,36577,8786,Miles,48.26
1225,YF16ZYO,Peugeot Partner Van Small,Diesel,40500,10820,Miles,48.08
1226,YA16FXB,Peugeot Partner Van Small,Diesel,27575,4704,Miles,41
1227,YA16FWY,Peugeot Partner Van Small,Diesel,31347,7801,Miles,48.18
1228,YA16FWZ,Peugeot Partner Van Small,Diesel,16380,4040,Miles,44.32
1229,YA16FXF,Peugeot Partner Van Small,Diesel,38283,11439,Miles,47.39
123,FP15SJU,Vauxhall  Corsa Small Van,Diesel,0,0,Miles,0
1230,YK16DED,Peugeot Partner Van Small,Diesel,30508,9067,Miles,50.23
1232,YK16DEM,Peugeot Partner Van Small,Diesel,120516,21508,Miles,45.89
1233,YK16DEF,Peugeot Partner Van Small,Diesel,22030,5288,Miles,49.77
1234,YK16DFS,Peugeot Partner Small Van,Diesel,21580,1513,Miles,38.14
1235,YK16DET,Peugeot Partner Van Small,Diesel,19051,3977,Miles,39.47
1236,YD16NBC,Peugeot Partner Van Small,Diesel,50079,13954,Miles,44.79
124,FP15SLZ,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
1242,YA19TMY,peugeot Partner Van Small,Diesel,6106,5843,Miles,38.2
1243,YA19TNE,Peugeot Partner Van Small,Diesel,1666,1359,Miles,33.59
1244,YA19TMZ,Peugeot Partner Van Small,Diesel,4802,4586,Miles,41.72
125,FP15SBO,Vauxhall Corsa Small Van,Diesel,0,0,Miles,0
12/60,PO13CDE,Kubota B2530 Ride on Mower,Diesel,0,0,Miles,0
12/84,PE13HLX,Toro LT3340 Ride on Cylinder,Diesel,30457,27415,Hours,0
12/85,PE13HMC,Toro LT324 Cylinder ride on,Diesel,0,0,Hours,0
12/86,PE13HLW,Toro LT3340 Ride on Cylinder,Gasoil,0,0,Hours,0
12/90,PE13HMD,Torro LT3340 Ride on Mower,Gasoil,2385,66,Hours,0
12/95,YJ13AUV,John Deere Gator ATV,Diesel,0,0,Hours,0
1301,YF61TNX,Volkswagen Tranporter 4 Motion Van Medium,Diesel,53506,0,Miles,0
1302,YF61TNK,Volkswagen Tranporter 4 Motion Van Medium,Diesel,72465,0,Miles,0
1303,YF61LVY,Peugeot Expert L2H1 90 Van Van Medium,Diesel,38566,0,Miles,0
1304,YF61LVZ,Peugeot Expert L2H1 90 Van Van Medium,Diesel,87107,0,Miles,0
1305,YF61LWA,Peugeot Expert L2H1 90 Van Van Medium,Diesel,49794,0,Miles,0
1306,YF61LWD,Peugeot Expert L2H1 90 Van Van Medium,Diesel,60740,0,Miles,0
1307,YF61LWC,Peugeot Expert L2H1 90 Van Van Medium,Diesel,58591,0,Miles,0
1308,YF61LWE,Peugeot Expert L2H1 90 Van Van Medium,Diesel,42603,0,Miles,0
1309,YF61LWG,Peugeot Expert L2H1 90 Van Van Medium,Diesel,90853,0,Miles,0
1310,YF61LWJ,Peugeot Expert L2H1 90 Van Van Medium,Diesel,75159,0,Miles,0
1311,YF61LWH,Peugeot Expert L2H1 90 Van Van Medium,Diesel,66656,0,Miles,0
1312,YF61LWK,Peugeot Expert L2H1 90 Van Van Medium,Diesel,54414,0,Miles,0
1313,YF61LWN,Peugeot Expert L2H1 90 Van Van Medium,Diesel,42169,0,Miles,0
1314,YF61LWM,Peugeot Expert L2H1 90 Van Van Medium,Diesel,65751,0,Miles,0
13/14,YJ13COH,John Deere 5090R Tractor,Diesel,5784,437,Hours,0
1315,YF61LWR,Peugeot Expert L2H1 90 Van Van Medium,Diesel,85518,0,Miles,0
13/15,YJ13CPN,John Deere 5090R Tractor,Diesel,7442,228,Hours,0
1316,YF61LWS,Peugeot Expert L2H1 90 Van Van Medium,Diesel,63459,0,Miles,0
13/16,YJ13CPE,John Deere 5090R Tractor,Diesel,8467,426,Hours,0
1317,YF61LWY,Peugeot Expert L2H1 90 Van Van Medium,Diesel,68566,0,Miles,0
13/17,YJ13CPF,John Deere 5090R Tractor,Diesel,0,0,Hours,0
1318,YF61LWZ,Peugeot Expert L2H1 90 Van Van Medium,Diesel,102785,0,Miles,0
13/18,YJ13COU,John Deere 5090R Tractor,Diesel,0,0,Hours,0
13/19,YJ13COA,John Deere 5090R Tractor,Diesel,2675,90,Hours,0
1320,YF61LWP,Peugeot Expert L2H1 90 Van Van Medium,Diesel,56597,0,Miles,0
13/20,YJ13CPK,John Deere 5090R Tractor,Diesel,5000,167,Hours,0
1321,YF61LWT,Peugeot Expert L2H1 90 Van Van Medium,Diesel,46659,0,Miles,0
13/21,YJ13CPU,John Deere 5090R Tractor,Diesel,6172,576,Hours,0
1322,YF61LWU,Peugeot Expert L2H1 90 Van Van Medium,Diesel,64686,0,Miles,0
13/22,YJ13CPO,John Deere 5090 Tractor,Diesel,3373,392,Miles,0.61
1323,YF61LWW,Peugeot Expert L2H1 90 Van Van Medium,Diesel,59776,0,Miles,0
1324,YF61LWV,Peugeot Expert L2H1 90 Van Van Medium,Diesel,83679,0,Miles,0
1325,YF61LWX,Peugeot Expert L2H1 90 Van Van Medium,Diesel,55326,0,Miles,0
1326,YF61LWL,Peugeot Expert L2H1 90 Van Van Medium,Diesel,66355,0,Miles,0
13/269,YH63MVR,John Deere Gator ATV,Diesel,249,0,Hours,0
1327,YF61LXD,Peugeot Expert L2H1 90 Van Van Medium,Diesel,72887,0,Miles,0
13/273,YH63MVP,JD  Gator 4x4,Diesel,47825,0,Hours,0
1328,YF61LXE,Peugeot Expert L2H1 90 Van Van Medium,Diesel,32425,0,Miles,0
1329,YF61LXG,Peugeot Expert L2H1 90 Van Van Medium,Diesel,67727,0,Miles,0
1330,YF61LXB,Peugeot Expert L2H1 90 Van Van Medium,Diesel,38433,0,Miles,0
1331,YF61LXC,Peugeot Expert L2H1 90 Van Van Medium,Diesel,52970,0,Miles,0
1332,YF61LXA,Peugeot Expert L2H1 90 Van Van Medium,Diesel,63855,0,Miles,0
1333,YG62YWW,Ford Transit 280SWB van Van Medium,Diesel,52469,0,Miles,0
1334,YG62YXO,Ford Transit 280SWB van Van Medium,Diesel,74835,0,Miles,0
1335,YG62YXX,Ford Transit 280SWB van Van Medium,Diesel,36433,0,Miles,0
1336,YG62YXR,Ford Transit 280SWB van Van Medium,Diesel,1,0,Miles,0
1337,YG62YYL,Ford Transit 280SWB van Van Medium,Diesel,55107,0,Miles,0
1338,YB62URY,Ford Transit 280SWB van Van Medium,Diesel,102487,0,Miles,0
13/381,PO14BGK,Kubota Digger ,Gasoil,0,0,Hours,0
1339,YJ13ZBL,Ford Transit 280SWB van Van Medium,Diesel,48593,0,Miles,0
1340,YD13GPX,Ford Transit 280SWB van Van Medium,Diesel,56711,1564,Miles,20.12
1341,YG13OAJ,Ford Transit 280SWB van Van Medium,Diesel,41636,1692,Miles,20.24
1342,YD13BXE,Ford Transit 280SWB van Van Medium,Diesel,56954,2129,Miles,24.62
1343,YJ13ZKW,Ford Transit 280SWB van Van Medium,Diesel,61090,2493,Miles,25.87
1344,YG13FHR,Ford Transit 280SWB van Van Medium,Diesel,50106,1651,Miles,30.74
1345,YJ13ZMX,Ford Transit 280SWB van Van Medium,Diesel,52285,1448,Miles,28.35
1346,YJ13ZHX,Ford Transit 280SWB van Van Medium,Diesel,49116,649,Miles,15.37
13/469,13/469,Timberwolf TW240TDHB Chipper,Gasoil,0,0,No Limit,0
1347,YG13OEW,Ford Transit 280SWB van Van Medium,Diesel,41306,479,Miles,14.22
1348,YG13OAY,Ford Transit 280SWB van Van Medium,Diesel,63445,0,Miles,0
13/490,13/490,chipper n Chipper,Gasoil,0,0,Hours,0
1350,YD13GPZ,Ford Transit 280SWB van Van Medium,Diesel,49490,2043,Miles,22.21
1351,YC13DXJ,Ford Transit 280SWB van Van Medium,Diesel,33557,238,Miles,12.87
13/516,YR63SWF,JCB Load All Forklift,Gasoil,818,0,Hours,0
1352,YC13HVZ,Ford Transit 280SWB van Van Medium,Diesel,58023,2086,Miles,38.47
1353,YC13DVJ,Ford Transit 280SWB van Van Medium,Diesel,45240,1357,Miles,28.45
1355,YC13DNJ,Ford Transit 280SWB van Van Medium,Diesel,46313,1571,Miles,26.4
1358,YC13DYP,Ford Transit 280SWB van Van Medium,Diesel,54314,1118,Miles,17.21
1359,YL66UWA,Volkswagen Tranporter 4 Motion Van Medium,Diesel,41104,13352,Miles,32.07
1360,YL66UVU,Volkswagen Tranporter 4 Motion Van Medium,Diesel,39008,12905,Miles,30.81
13/61,ML63MUV,John Deere Gator ATV,Diesel,0,0,Hours,0
13/69,YR63RWK,JCB 2CX JCB,Gasoil,376,74,Hours,0
13/87,13/87,Carlton SP5014 Stump Grinder,Gasoil,313,7,Hours,0
1401,YG69JNZ,  Van Medium,Diesel,4691,4614,Miles,31.47
1402,YG69JNK,  Van Medium,Diesel,3209,3124,Miles,28.52
1403,YG69JLX,  Van Medium,Diesel,3269,3186,Miles,29.77
1404,YG69JKK,  Van Medium,Diesel,1743,1668,Miles,23.28
1405,YG69JNN,  Van Medium,Diesel,2484,2404,Miles,26.94
1406,YG69JNV,  Van Medium,Diesel,1498,1421,Miles,25.28
1407,YG69JLU,  Van Medium,Diesel,2521,2432,Miles,30.26
1408,YG69JKN,  Van Medium,Diesel,4218,4140,Miles,29.84
1409,YG69JLO,  Van Medium,Diesel,2038,1961,Miles,28.57
