Number,Registration,Details,same_as_wikidata_marcas,Product,same_as_wikidata_combustibles,Odometer,Distance,Unit,MPG
1181,YG14PGO,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,31315,4580,Miles,41.05
1182,YD14VPU,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,61954,9655,Miles,44.5
1183,YD14VTN,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,48601,13723,Miles,44.36
1184,YD14VTP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,37792,5944,Miles,46.26
1185,YG14FUV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,33351,9454,Miles,44.72
1186,YG14WWP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,82399,9695,Miles,39.11
1187,YG14WXL,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,87497,13629,Miles,42.13
1188,YG14WWN,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,37706,1419,Miles,37.04
1189,YG14FUJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,83248,6278,Miles,39.72
1190,YG14WXJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,84754,13660,Miles,41.06
1192,YG14PFY,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,55006,7406,Miles,42.51
1193,YL63CCD,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,28620,313,Miles,21.12
1194,YB63URT,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,52943,5985,Miles,43.89
1195,YB63URU,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,70150,12503,Miles,46.69
1196,YB63URV,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,28210,3215,Miles,49.34
1201,YA16FXG,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,20801,3950,Miles,41.82
1202,YL16RZT,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,22661,5756,Miles,41.83
1203,YL16RZU,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,21207,5679,Miles,43.8
1204,YL16RZV,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,16422,3866,Miles,41.95
1206,YL16RZX,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,30612,7538,Miles,45.77
1207,YL16ZFV,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,27831,10101,Miles,47.75
1208,YL16ZFX,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,25333,9466,Miles,48.82
1209,YL16ZFW,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,20941,5867,Miles,40.52
1210,YL16ZFY,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,16397,4516,Miles,44.69
1211,YL16ZFZ,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,27821,2436,Miles,42.67
1212,YL16ZFT,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,101867,8691,Miles,45.61
1213,YL16ZGA,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,112891,6214,Miles,41.21
1214,YL16ZFS,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,28377,14996,Miles,41.59
1215,YD54GZG,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,97721,3702,Miles,31.55
1216,YF16MYG,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,30726,7779,Miles,43.07
1217,YF16MYD,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,19263,4427,Miles,37.57
1218,YF16MYB,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,27506,6696,Miles,51.74
1219,YF16MYA,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,31699,6922,Miles,42.68
1220,YF16MYH,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,42328,11530,Miles,46.43
1221,YF16ZYG,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,30072,7282,Miles,37.49
1222,YF16ZYK,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,36832,10302,Miles,43.08
1223,YF16ZYH,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,28015,4183,Miles,34.18
1224,YF16ZYJ,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,36577,8786,Miles,48.26
1225,YF16ZYO,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,40500,10820,Miles,48.08
1226,YA16FXB,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,27575,4704,Miles,41
1227,YA16FWY,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,31347,7801,Miles,48.18
1228,YA16FWZ,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,16380,4040,Miles,44.32
1229,YA16FXF,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,38283,11439,Miles,47.39
1230,YK16DED,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,30508,9067,Miles,50.23
1232,YK16DEM,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,120516,21508,Miles,45.89
1233,YK16DEF,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,22030,5288,Miles,49.77
1234,YK16DFS,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,21580,1513,Miles,38.14
1235,YK16DET,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,19051,3977,Miles,39.47
1236,YD16NBC,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,50079,13954,Miles,44.79
1242,YA19TMY,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,6106,5843,Miles,38.2
1243,YA19TNE,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,1666,1359,Miles,33.59
1244,YA19TMZ,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,4802,4586,Miles,41.72
13/22,YJ13CPO,John-Deere,https://wikidata.org/entity/Q496302,Diesel,https://wikidata.org/entity/Q38423,3373,392,Miles,0.61
1340,YD13GPX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,56711,1564,Miles,20.12
1341,YG13OAJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41636,1692,Miles,20.24
1342,YD13BXE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,56954,2129,Miles,24.62
1343,YJ13ZKW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,61090,2493,Miles,25.87
1344,YG13FHR,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,50106,1651,Miles,30.74
1345,YJ13ZMX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,52285,1448,Miles,28.35
1346,YJ13ZHX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,49116,649,Miles,15.37
1347,YG13OEW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41306,479,Miles,14.22
1350,YD13GPZ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,49490,2043,Miles,22.21
1351,YC13DXJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,33557,238,Miles,12.87
1352,YC13HVZ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,58023,2086,Miles,38.47
1353,YC13DVJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,45240,1357,Miles,28.45
1355,YC13DNJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,46313,1571,Miles,26.4
1358,YC13DYP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,54314,1118,Miles,17.21
1359,YL66UWA,Volkswagen,https://wikidata.org/entity/Q246,Diesel,https://wikidata.org/entity/Q38423,41104,13352,Miles,32.07
1360,YL66UVU,Volkswagen,https://wikidata.org/entity/Q246,Diesel,https://wikidata.org/entity/Q38423,39008,12905,Miles,30.81
1416,YG69JMV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,4348,4173,Miles,30.84
1418,YG69JKU,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,1673,1566,Miles,26.05
1419,YG69JKV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,2476,2356,Miles,26.86
1420,YG69JOA,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,4219,4142,Miles,30.49
1421,YG69JOH,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,1311,1235,Miles,23.68
1423,YG69JNF,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,3054,2978,Miles,29.79
1424,YG69JNX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,3926,3850,Miles,30.58
1425,YG69JMX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,4373,4297,Miles,29.11
1428,YG69JLV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,3510,3431,Miles,29.19
1429,YG69JKY,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,3901,3759,Miles,31.3
1435,YB07UGO,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,100200,314,Miles,40.65
1453,YG57SOE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,76471,960,Miles,25.64
1454,YH57DSY,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,105447,1447,Miles,22.1
1477,YB13LSL,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,39031,1756,Miles,28.27
1478,YB13LUA,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,54725,2424,Miles,27.94
1479,YB13LSV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,77967,1964,Miles,29.58
1480,YB13LTT,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,55792,7223,Miles,29.05
1481,YB13VBP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,68332,10985,Miles,28.48
1482,YL63CEF,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,65141,7001,Miles,36.62
1483,YL63CCE,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,61576,7913,Miles,38.95
1484,YL63CCF,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,37727,3129,Miles,29.58
1486,YG14SBO,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,70040,7560,Miles,39.04
1496,FV69ZTU,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,1713,1623,Miles,27.11
1497,FV69ZZS,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,4026,3928,Miles,26.94
1498,FT69AVK,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,1397,1309,Miles,23.21
1501,YL63CCJ,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,42202,4002,Miles,34.12
1502,YL63CCK,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,38348,3966,Miles,33.16
1503,YL63CCN,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,59864,7951,Miles,38.32
1504,YF63HBX,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,65357,6436,Miles,31.25
1505,YL63CEA,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,51549,3552,Miles,34.37
1506,YL63CEN,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,59222,5683,Miles,33.22
1507,YL63CEO,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,64511,7482,Miles,33.84
1508,YL63CEU,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,49411,4226,Miles,28.89
1509,YL63CEV,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,74304,1604,Miles,24.83
1510,YL63CEX,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,34947,2308,Miles,29.71
1511,YL63CEY,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,52081,5694,Miles,34.77
1512,YL63CFA,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,56868,6688,Miles,36.01
1513,YL63CHK,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,46285,4993,Miles,34.71
1514,YL63CHN,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,53290,3135,Miles,41.69
1515,YL63CHO,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,37570,3915,Miles,31.35
1516,YL63CHV,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,36115,3840,Miles,30.4
1517,YL63CHX,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,75578,6836,Miles,34.12
1518,YL63CHY,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,50607,3686,Miles,29.32
1519,YA14WSF,Peugeot,https://wikidata.org/entity/Q6742,Diesel,https://wikidata.org/entity/Q38423,98358,13254,Miles,27.45
1520,YF15ZHP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,34474,5368,Miles,25.08
1521,YB15DMU,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,48591,9778,Miles,28.51
1522,YF15ZGC,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,27516,5612,Miles,22.22
1523,YB15DNJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,34647,7524,Miles,26.43
1524,YB15DKD,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41480,4865,Miles,23.43
1525,YB15DKF,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,51415,9897,Miles,29.79
1526,YB15DKJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,34990,11171,Miles,32.89
1527,YF15ZFZ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,49008,10092,Miles,29.44
1528,YB15DLF,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,30163,5792,Miles,26.97
1529,YE15VNW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,47502,6887,Miles,24.78
1530,YB15DND,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,25807,5705,Miles,27.85
1531,YB15DKV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,48442,10473,Miles,28.79
1532,YF15LLW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,31835,6724,Miles,26.4
1533,YF15LSE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41249,7775,Miles,23.22
1534,YB15DMY,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,29144,4742,Miles,26.67
1535,YB15DKX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,25270,5206,Miles,28.57
1536,YB15DLK,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,30814,6137,Miles,25.19
1537,YB15DNO,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,40670,7696,Miles,26.32
1538,YB15DLY,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,20290,4011,Miles,22.63
1539,YF15LWD,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,40290,4664,Miles,24.92
1540,YB15DLZ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,22650,1817,Miles,28.09
1541,YF15LLA,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,60210,17482,Miles,31.24
1542,YF15LMJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41569,8343,Miles,28.1
1543,YF15LUD,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,37939,5471,Miles,27.02
1544,YF15LJN,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,42824,8002,Miles,25.43
1545,YF15LRJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,37564,7852,Miles,28.74
1546,YF15LPE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,48721,5650,Miles,30.46
1547,YF15LWO,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,34209,5549,Miles,29.37
1548,YF15LJY,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,33797,7631,Miles,26.33
1549,YE15VFD,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,50942,10481,Miles,25.25
1550,YF15LNU,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,54287,8777,Miles,30.8
1551,YF15LKN,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,42045,7352,Miles,29.77
1552,YF15LLK,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,27958,5419,Miles,26.57
1553,YF15LWU,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,37362,4042,Miles,28.31
1554,YF15LKJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,123754,20033,Miles,32.72
1555,YF15LKE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,58274,12374,Miles,28.94
1556,YF15LLV,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,38440,10186,Miles,29.29
1557,YB15ZZN,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,49696,12074,Miles,31.54
1558,YA15AHL,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,39370,7754,Miles,22.97
1559,YA15GPO,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,36482,7148,Miles,29.52
1560,YA15GPK,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,27690,4933,Miles,25.15
1561,YF15LNW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,47026,10541,Miles,29.43
1562,YJ16EGW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,19686,4899,Miles,26.84
1563,YJ16EGM,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41357,8435,Miles,29.5
1564,YJ16EJR,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,12963,2383,Miles,25.48
1565,YJ16MTS,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,19944,5174,Miles,26.94
1566,YJ16EJP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,24987,7047,Miles,26.28
1567,YJ16EGS,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,32271,7820,Miles,27.04
1568,YJ16MTP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,21813,6099,Miles,21.29
1569,YJ16MTC,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,35683,4775,Miles,27.42
1570,YJ16MSS,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,23367,4696,Miles,29.87
1571,YJ16MSW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,38564,9928,Miles,34.9
1572,YJ16EEK,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,22953,6942,Miles,27.88
1573,YJ16CBK,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,22770,4996,Miles,23.51
1574,YJ16CBZ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,39314,6758,Miles,27.6
1575,YJ16MSZ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,17692,5448,Miles,30.81
1576,YJ16EGT,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,23572,5989,Miles,28.52
1577,YJ16EJT,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,21341,5702,Miles,32.08
1578,YJ16EJS,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,24977,6512,Miles,29.02
1579,YJ16MTL,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,22567,6620,Miles,26.63
1580,YJ16MTW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,31867,8430,Miles,30.1
1581,YJ16EGA,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,28573,6774,Miles,28.73
1582,YJ16MSR,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,33953,5869,Miles,25.29
1583,YJ16MUR,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,26921,6654,Miles,32.83
1584,YJ16MSP,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,42347,13135,Miles,33.3
1585,YJ16EJB,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,25948,6619,Miles,26.42
1586,YJ16EHA,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,45548,11917,Miles,28.69
1587,YJ16EED,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,30936,7107,Miles,28.27
1588,YJ16MTR,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,59914,15734,Miles,32.53
1589,YL16XLX,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,19172,1805,Miles,22.32
1590,YL16ZXD,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,27030,12107,Miles,30.73
1591,YL16ZYA,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,32583,8807,Miles,30.27
1592,YL16ZXB,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,41587,10591,Miles,29.99
1593,YL16XVT,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,22746,3958,Miles,29.31
1594,YL16ZXE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,40915,12506,Miles,33.56
1595,YD16MGT,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,30765,7539,Miles,28.51
1596,YL16ZXW,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,38573,10592,Miles,30.92
1597,YH66UPG,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,40599,14695,Miles,30.74
1598,YH66UPF,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,19180,5885,Miles,26.97
1599,YH66URE,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,29188,8291,Miles,26.97
1600,YH66UPJ,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,42926,12106,Miles,32.89
1602,YL66AWR,Ford,https://wikidata.org/entity/Q44294,Diesel,https://wikidata.org/entity/Q38423,23505,6296,Miles,33.13
1605,MH68FWL,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,4304,3858,Miles,26.59
1606,MH68FWK,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,3010,2539,Miles,18.82
1607,MH68FWG,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,7028,6953,Miles,31.05
1608,ML19HKY,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,5017,4938,Miles,27.18
1609,MH68FWE,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,7126,6316,Miles,27.55
1610,MH68FWD,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,5535,5057,Miles,28.1
1611,MH68FWC,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,7382,6896,Miles,28.74
1612,MH68FWB,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,6568,6078,Miles,31.94
1613,MH68FWA,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,3365,2841,Miles,25.61
1614,MH68FVY,Renault,https://wikidata.org/entity/Q6686,Diesel,https://wikidata.org/entity/Q38423,18033,17179,Miles,32.34
