Number,Registration,Details,same_as_wikidata_marcas,Product,same_as_wikidata_combustibles,Odometer,Distance,Unit,same_as_wikidata_medidas,MPG
1063,YG14USB,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,31157,2050,mile,https://wikidata.org/entity/Q253276,33.72
1064,YG14PGU,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,36205,6696,mile,https://wikidata.org/entity/Q253276,38.99
1065,YG14URY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,38538,7222,mile,https://wikidata.org/entity/Q253276,40.72
1066,YG14URZ,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,29505,7696,mile,https://wikidata.org/entity/Q253276,37.67
1067,YD64OKP,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,37665,1696,mile,https://wikidata.org/entity/Q253276,36.42
1068,YB15WDT,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,41766,7407,mile,https://wikidata.org/entity/Q253276,37.58
1069,YB15WDU,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,38465,6374,mile,https://wikidata.org/entity/Q253276,38.77
1070,YB15WDR,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,55749,13499,mile,https://wikidata.org/entity/Q253276,42.61
1071,YB15ODV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,41638,16009,mile,https://wikidata.org/entity/Q253276,39.73
1072,YB15OEE,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,19797,4810,mile,https://wikidata.org/entity/Q253276,37.53
1073,YB15OEC,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,49030,14298,mile,https://wikidata.org/entity/Q253276,41.66
1075,YB15WDV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,35758,4191,mile,https://wikidata.org/entity/Q253276,40.22
1076,YJ65XUR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,68673,18249,mile,https://wikidata.org/entity/Q253276,49.41
1077,YJ65XTG,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,80530,20981,mile,https://wikidata.org/entity/Q253276,48.68
1078,YJ65XXD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,76325,25374,mile,https://wikidata.org/entity/Q253276,48.14
1079,YC65MTF,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49386,16333,mile,https://wikidata.org/entity/Q253276,47.94
1080,YC65GMF,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48883,5283,mile,https://wikidata.org/entity/Q253276,50.13
1081,YC65MVD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,45633,3449,mile,https://wikidata.org/entity/Q253276,44.5
1082,YC65MUU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,74595,15539,mile,https://wikidata.org/entity/Q253276,48.76
1083,YC65MVA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,45807,2091,mile,https://wikidata.org/entity/Q253276,35.72
1084,YF65NUE,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,34146,9457,mile,https://wikidata.org/entity/Q253276,43.72
1100,FL65EFY,Vauxhall,https://wikidata.org/entity/Q59187,diesel,https://wikidata.org/entity/Q38423,22502,5086,mile,https://wikidata.org/entity/Q253276,39.3
1101,YJ65HWN,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,11842,7727,mile,https://wikidata.org/entity/Q253276,35.75
1115,ML60LXS,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,71515,2590,mile,https://wikidata.org/entity/Q253276,46.96
1122,YJ13ZLX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,28956,2649,mile,https://wikidata.org/entity/Q253276,40.27
1124,YJ13ZFX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,54887,1249,mile,https://wikidata.org/entity/Q253276,35.03
1126,YJ13ZPN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,24197,1347,mile,https://wikidata.org/entity/Q253276,33.37
1127,YK13UTM,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34630,3218,mile,https://wikidata.org/entity/Q253276,37.51
1128,YE13NPJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,69875,10435,mile,https://wikidata.org/entity/Q253276,37.45
1129,YE13ULH,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,36336,5972,mile,https://wikidata.org/entity/Q253276,34.25
1131,YE13NVB,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,36014,6927,mile,https://wikidata.org/entity/Q253276,36.12
1132,YF13TLX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,47844,6322,mile,https://wikidata.org/entity/Q253276,33.13
1133,YF13TLU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49250,5573,mile,https://wikidata.org/entity/Q253276,35.72
1135,YF13TMO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49205,2507,mile,https://wikidata.org/entity/Q253276,33.78
1136,YF13TMX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,45405,3655,mile,https://wikidata.org/entity/Q253276,35.19
1137,YF13WCT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,55510,6193,mile,https://wikidata.org/entity/Q253276,31.39
1138,YF13TKU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41530,4892,mile,https://wikidata.org/entity/Q253276,30.9
1139,YF13VCP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,54380,8280,mile,https://wikidata.org/entity/Q253276,35.25
1140,YF13WCD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,46005,5409,mile,https://wikidata.org/entity/Q253276,33.64
1141,YF13VBP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48089,6736,mile,https://wikidata.org/entity/Q253276,37.75
1142,YF13VBN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,39592,2399,mile,https://wikidata.org/entity/Q253276,32.7
1143,YF13VBY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,40728,2906,mile,https://wikidata.org/entity/Q253276,35.77
1144,YF13VCJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34470,2840,mile,https://wikidata.org/entity/Q253276,30.08
1145,YF13TNN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,46551,4201,mile,https://wikidata.org/entity/Q253276,28.55
1147,YB13YBS,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,50822,7041,mile,https://wikidata.org/entity/Q253276,34.27
1148,YF13TKZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,34309,1909,mile,https://wikidata.org/entity/Q253276,33.63
1149,YF13TMY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,45100,8829,mile,https://wikidata.org/entity/Q253276,31.53
1150,YB13FRU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,33761,2386,mile,https://wikidata.org/entity/Q253276,31.73
1151,YB13LTZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,66825,11337,mile,https://wikidata.org/entity/Q253276,28.49
1152,YB13PHK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,57216,10035,mile,https://wikidata.org/entity/Q253276,37.14
1153,YB13PGO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,52126,9096,mile,https://wikidata.org/entity/Q253276,36.09
1154,YB13LSX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,69980,7399,mile,https://wikidata.org/entity/Q253276,33.96
1155,YB13LTJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,47911,7218,mile,https://wikidata.org/entity/Q253276,22.44
1156,YB13LTA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,40254,5160,mile,https://wikidata.org/entity/Q253276,32.89
1157,YB13LTO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,59065,10435,mile,https://wikidata.org/entity/Q253276,32.03
1158,YF13TKV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,60667,4173,mile,https://wikidata.org/entity/Q253276,28.7
1160,YF13EPK,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,59351,8626,mile,https://wikidata.org/entity/Q253276,30.42
1161,YF13TMU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,67970,9070,mile,https://wikidata.org/entity/Q253276,37.05
1162,YF13VCO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,67370,9662,mile,https://wikidata.org/entity/Q253276,35.54
1164,YF13TLV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,47334,3946,mile,https://wikidata.org/entity/Q253276,28.36
1165,YF13VBO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,71246,8561,mile,https://wikidata.org/entity/Q253276,29.89
1166,YF13TNE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,61536,10127,mile,https://wikidata.org/entity/Q253276,35.39
1167,YF13VBX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,70630,8657,mile,https://wikidata.org/entity/Q253276,32.2
1168,YF13VBU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,58868,9795,mile,https://wikidata.org/entity/Q253276,29.87
1169,YF13EPD,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,74921,13162,mile,https://wikidata.org/entity/Q253276,34.64
1170,YA13YMT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,65869,1289,mile,https://wikidata.org/entity/Q253276,24.21
1172,YC14UTS,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,55280,7395,mile,https://wikidata.org/entity/Q253276,38.61
1174,YA63TWP,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,67844,7185,mile,https://wikidata.org/entity/Q253276,46.3
1175,YL63CBX,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,45226,8498,mile,https://wikidata.org/entity/Q253276,46.27
1176,YL63CBY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,69412,10534,mile,https://wikidata.org/entity/Q253276,46.02
1177,YL63CBV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,33691,3064,mile,https://wikidata.org/entity/Q253276,41.13
1178,YL63CCA,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,42659,4183,mile,https://wikidata.org/entity/Q253276,36.65
1179,YD14UWS,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,59785,12531,mile,https://wikidata.org/entity/Q253276,42.88
1180,YG14PGK,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,39354,4969,mile,https://wikidata.org/entity/Q253276,37.21
1181,YG14PGO,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,31315,4580,mile,https://wikidata.org/entity/Q253276,41.05
1182,YD14VPU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,61954,9655,mile,https://wikidata.org/entity/Q253276,44.5
1183,YD14VTN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,48601,13723,mile,https://wikidata.org/entity/Q253276,44.36
1184,YD14VTP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,37792,5944,mile,https://wikidata.org/entity/Q253276,46.26
1185,YG14FUV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,33351,9454,mile,https://wikidata.org/entity/Q253276,44.72
1186,YG14WWP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,82399,9695,mile,https://wikidata.org/entity/Q253276,39.11
1187,YG14WXL,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,87497,13629,mile,https://wikidata.org/entity/Q253276,42.13
1188,YG14WWN,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,37706,1419,mile,https://wikidata.org/entity/Q253276,37.04
1189,YG14FUJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,83248,6278,mile,https://wikidata.org/entity/Q253276,39.72
1190,YG14WXJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,84754,13660,mile,https://wikidata.org/entity/Q253276,41.06
1192,YG14PFY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,55006,7406,mile,https://wikidata.org/entity/Q253276,42.51
1193,YL63CCD,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,28620,313,mile,https://wikidata.org/entity/Q253276,21.12
1194,YB63URT,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,52943,5985,mile,https://wikidata.org/entity/Q253276,43.89
1195,YB63URU,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,70150,12503,mile,https://wikidata.org/entity/Q253276,46.69
1196,YB63URV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,28210,3215,mile,https://wikidata.org/entity/Q253276,49.34
1201,YA16FXG,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,20801,3950,mile,https://wikidata.org/entity/Q253276,41.82
1202,YL16RZT,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,22661,5756,mile,https://wikidata.org/entity/Q253276,41.83
1203,YL16RZU,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,21207,5679,mile,https://wikidata.org/entity/Q253276,43.8
1204,YL16RZV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,16422,3866,mile,https://wikidata.org/entity/Q253276,41.95
1206,YL16RZX,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,30612,7538,mile,https://wikidata.org/entity/Q253276,45.77
1207,YL16ZFV,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,27831,10101,mile,https://wikidata.org/entity/Q253276,47.75
1208,YL16ZFX,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,25333,9466,mile,https://wikidata.org/entity/Q253276,48.82
1209,YL16ZFW,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,20941,5867,mile,https://wikidata.org/entity/Q253276,40.52
1210,YL16ZFY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,16397,4516,mile,https://wikidata.org/entity/Q253276,44.69
1211,YL16ZFZ,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,27821,2436,mile,https://wikidata.org/entity/Q253276,42.67
1212,YL16ZFT,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,101867,8691,mile,https://wikidata.org/entity/Q253276,45.61
1213,YL16ZGA,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,112891,6214,mile,https://wikidata.org/entity/Q253276,41.21
1214,YL16ZFS,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,28377,14996,mile,https://wikidata.org/entity/Q253276,41.59
1215,YD54GZG,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,97721,3702,mile,https://wikidata.org/entity/Q253276,31.55
1216,YF16MYG,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,30726,7779,mile,https://wikidata.org/entity/Q253276,43.07
1217,YF16MYD,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,19263,4427,mile,https://wikidata.org/entity/Q253276,37.57
1218,YF16MYB,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,27506,6696,mile,https://wikidata.org/entity/Q253276,51.74
1219,YF16MYA,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,31699,6922,mile,https://wikidata.org/entity/Q253276,42.68
1220,YF16MYH,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,42328,11530,mile,https://wikidata.org/entity/Q253276,46.43
1221,YF16ZYG,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,30072,7282,mile,https://wikidata.org/entity/Q253276,37.49
1222,YF16ZYK,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,36832,10302,mile,https://wikidata.org/entity/Q253276,43.08
1223,YF16ZYH,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,28015,4183,mile,https://wikidata.org/entity/Q253276,34.18
1224,YF16ZYJ,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,36577,8786,mile,https://wikidata.org/entity/Q253276,48.26
1225,YF16ZYO,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,40500,10820,mile,https://wikidata.org/entity/Q253276,48.08
1226,YA16FXB,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,27575,4704,mile,https://wikidata.org/entity/Q253276,41
1227,YA16FWY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,31347,7801,mile,https://wikidata.org/entity/Q253276,48.18
1228,YA16FWZ,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,16380,4040,mile,https://wikidata.org/entity/Q253276,44.32
1229,YA16FXF,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,38283,11439,mile,https://wikidata.org/entity/Q253276,47.39
1230,YK16DED,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,30508,9067,mile,https://wikidata.org/entity/Q253276,50.23
1232,YK16DEM,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,120516,21508,mile,https://wikidata.org/entity/Q253276,45.89
1233,YK16DEF,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,22030,5288,mile,https://wikidata.org/entity/Q253276,49.77
1234,YK16DFS,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,21580,1513,mile,https://wikidata.org/entity/Q253276,38.14
1235,YK16DET,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,19051,3977,mile,https://wikidata.org/entity/Q253276,39.47
1236,YD16NBC,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,50079,13954,mile,https://wikidata.org/entity/Q253276,44.79
1242,YA19TMY,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,6106,5843,mile,https://wikidata.org/entity/Q253276,38.2
1243,YA19TNE,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,1666,1359,mile,https://wikidata.org/entity/Q253276,33.59
1244,YA19TMZ,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,4802,4586,mile,https://wikidata.org/entity/Q253276,41.72
13/22,YJ13CPO,John Deere,https://wikidata.org/entity/Q98642757,diesel,https://wikidata.org/entity/Q38423,3373,392,mile,https://wikidata.org/entity/Q253276,0.61
1340,YD13GPX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,56711,1564,mile,https://wikidata.org/entity/Q253276,20.12
1341,YG13OAJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41636,1692,mile,https://wikidata.org/entity/Q253276,20.24
1342,YD13BXE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,56954,2129,mile,https://wikidata.org/entity/Q253276,24.62
1343,YJ13ZKW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,61090,2493,mile,https://wikidata.org/entity/Q253276,25.87
1344,YG13FHR,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,50106,1651,mile,https://wikidata.org/entity/Q253276,30.74
1345,YJ13ZMX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,52285,1448,mile,https://wikidata.org/entity/Q253276,28.35
1346,YJ13ZHX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49116,649,mile,https://wikidata.org/entity/Q253276,15.37
1347,YG13OEW,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,41306,479,mile,https://wikidata.org/entity/Q253276,14.22
1350,YD13GPZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,49490,2043,mile,https://wikidata.org/entity/Q253276,22.21
1351,YC13DXJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,33557,238,mile,https://wikidata.org/entity/Q253276,12.87
1352,YC13HVZ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,58023,2086,mile,https://wikidata.org/entity/Q253276,38.47
1353,YC13DVJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,45240,1357,mile,https://wikidata.org/entity/Q253276,28.45
1355,YC13DNJ,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,46313,1571,mile,https://wikidata.org/entity/Q253276,26.4
1358,YC13DYP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,54314,1118,mile,https://wikidata.org/entity/Q253276,17.21
1359,YL66UWA,Volkswagen,https://wikidata.org/entity/Q246,diesel,https://wikidata.org/entity/Q38423,41104,13352,mile,https://wikidata.org/entity/Q253276,32.07
1360,YL66UVU,Volkswagen,https://wikidata.org/entity/Q246,diesel,https://wikidata.org/entity/Q38423,39008,12905,mile,https://wikidata.org/entity/Q253276,30.81
1416,YG69JMV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,4348,4173,mile,https://wikidata.org/entity/Q253276,30.84
1418,YG69JKU,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,1673,1566,mile,https://wikidata.org/entity/Q253276,26.05
1419,YG69JKV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,2476,2356,mile,https://wikidata.org/entity/Q253276,26.86
1420,YG69JOA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,4219,4142,mile,https://wikidata.org/entity/Q253276,30.49
1421,YG69JOH,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,1311,1235,mile,https://wikidata.org/entity/Q253276,23.68
1423,YG69JNF,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,3054,2978,mile,https://wikidata.org/entity/Q253276,29.79
1424,YG69JNX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,3926,3850,mile,https://wikidata.org/entity/Q253276,30.58
1425,YG69JMX,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,4373,4297,mile,https://wikidata.org/entity/Q253276,29.11
1428,YG69JLV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,3510,3431,mile,https://wikidata.org/entity/Q253276,29.19
1429,YG69JKY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,3901,3759,mile,https://wikidata.org/entity/Q253276,31.3
1435,YB07UGO,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,100200,314,mile,https://wikidata.org/entity/Q253276,40.65
1453,YG57SOE,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,76471,960,mile,https://wikidata.org/entity/Q253276,25.64
1454,YH57DSY,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,105447,1447,mile,https://wikidata.org/entity/Q253276,22.1
1477,YB13LSL,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,39031,1756,mile,https://wikidata.org/entity/Q253276,28.27
1478,YB13LUA,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,54725,2424,mile,https://wikidata.org/entity/Q253276,27.94
1479,YB13LSV,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,77967,1964,mile,https://wikidata.org/entity/Q253276,29.58
1480,YB13LTT,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,55792,7223,mile,https://wikidata.org/entity/Q253276,29.05
1481,YB13VBP,Ford Motor Company,https://wikidata.org/entity/Q44294,diesel,https://wikidata.org/entity/Q38423,68332,10985,mile,https://wikidata.org/entity/Q253276,28.48
1482,YL63CEF,Peugeot,https://wikidata.org/entity/Q6742,diesel,https://wikidata.org/entity/Q38423,65141,7001,mile,https://wikidata.org/entity/Q253276,36.62
